Children,Income,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Tenure,MonthlyCharge,Responses,Fixes,Replacements,Reliability,Options,Respectfulness,Courteous,Listening,DummyChurn,DummyTechie,DummyContract,DummyPort_modem,DummyTablet,DummyInternetService,DummyPhone,DummyMultiple,DummyOnlineSecurity,DummyOnlineBackup,DummyDeviceProtection,DummyTechSupport,DummyStreamingTV,DummyStreamingMovies
3,21607.29,10.7,8,1,0,62.44,194.974,4,4,4,5,3,4,3,5,0,1,0,0,0,1,1,1,1,0,0,1,0,1
0,20706.43,13.917,16,1,1,69.034,139.951,3,4,3,4,3,3,4,3,0,1,0,0,0,0,1,0,0,0,0,1,0,1
0,19164.1,3.032,20,1,0,51.208,172.47,4,5,3,5,2,4,4,4,0,0,0,1,0,0,1,1,0,0,1,0,0,1
0,21531.67,8.76,11,0,0,69.075,172.47,4,3,4,4,5,4,2,3,0,0,0,0,1,0,1,1,0,0,1,0,0,1
0,9228.24,9.481,15,1,0,70.34,117.486,5,5,5,4,3,3,3,4,0,0,0,0,1,0,1,0,0,0,1,0,1,0
5,44016.3,11.249,7,3,0,69.214,159.965,3,3,4,5,2,4,3,5,0,1,1,1,0,1,1,0,0,0,1,0,0,1
8,50092.12,10.406,15,0,0,61.324,159.964,4,4,6,6,2,5,4,4,0,0,0,0,0,0,1,1,0,1,0,0,1,0
0,27824.15,12.137,13,0,0,42.747,245.147,4,4,3,3,4,4,5,4,1,0,0,1,0,0,1,1,0,0,1,1,1,1
3,75598.51,13.448,12,1,1,64.096,287.643,3,4,4,6,2,3,5,4,0,0,0,1,0,1,1,1,0,1,1,1,1,1
2,55921.75,7.024,18,1,0,58.754,190.127,4,5,5,3,4,5,3,3,0,0,0,0,0,0,1,0,1,0,0,0,1,1
3,39894.55,11.465,10,0,0,70.382,104.963,4,4,5,1,6,2,3,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
1,30874.05,6.52,11,0,0,66.959,162.447,4,4,5,5,3,5,4,4,0,0,0,1,0,0,1,0,0,1,0,1,0,1
0,17244.42,12.429,14,2,1,64.156,265.128,4,4,4,5,2,3,3,3,0,1,0,1,0,1,1,1,1,1,0,0,1,1
3,84232.65,11.919,10,0,0,68.223,129.962,3,3,3,3,3,2,2,4,0,0,0,0,1,0,1,0,0,0,1,0,1,0
8,23712.94,6.613,19,1,0,66.509,134.951,3,5,5,4,6,3,5,4,0,0,0,0,0,1,1,0,0,1,0,0,0,0
8,33644.05,9.355,13,2,1,57.846,127.46,3,4,4,4,4,4,3,2,0,0,0,0,1,0,1,0,0,1,0,1,0,0
1,3503.09,12.628,7,1,3,64.381,149.974,4,4,3,3,4,5,4,4,0,0,1,0,0,0,1,1,1,1,0,0,0,0
0,36091.7,12.186,10,2,1,56.353,139.957,4,3,3,5,4,4,4,2,0,0,0,0,0,1,1,0,1,0,0,0,1,0
2,17784.55,14.552,11,3,0,59.615,242.611,3,4,4,3,3,4,6,5,1,0,0,0,1,0,1,1,0,1,0,0,1,1
0,13154.05,13.858,6,2,1,64.084,169.945,3,3,4,5,3,3,3,3,0,1,0,1,1,1,0,1,0,0,0,0,1,0
0,66923.76,13.471,15,0,0,61.99,194.97,3,4,3,3,3,3,4,4,0,0,1,0,0,1,1,0,0,1,1,1,0,1
1,31670.94,9.311,13,2,1,61.795,147.442,4,4,3,3,4,4,3,2,0,0,1,1,0,1,1,0,0,0,0,0,0,1
3,32076.56,11.149,11,1,0,57.044,152.458,3,3,4,4,3,3,3,3,0,0,0,1,0,0,1,0,0,1,1,0,1,0
1,22206.84,9.241,12,0,0,58.436,149.96,4,3,4,4,4,3,2,4,0,0,0,0,0,1,1,0,1,0,0,0,0,1
1,79206.11,9.667,9,0,2,70.5,159.979,5,4,4,3,4,4,5,4,0,0,0,1,0,0,1,1,0,1,1,0,0,0
0,70285.78,10.945,15,2,0,58.047,162.471,3,4,3,5,4,3,4,3,0,1,1,0,0,1,1,0,0,0,1,1,1,0
4,22831.25,7.666,9,0,0,48.171,152.495,3,3,2,3,4,3,3,6,0,0,0,1,0,0,1,1,1,0,0,1,1,0
1,27303.52,5.257,7,0,0,66.757,147.442,4,4,4,4,2,5,4,4,0,0,0,1,0,1,1,0,0,0,0,0,0,1
0,17620.71,9.373,9,2,0,57.507,242.614,4,4,4,4,4,3,4,4,0,1,0,0,0,1,1,0,0,1,0,1,1,1
8,30288.0,10.982,12,1,0,54.15,172.487,3,3,4,3,3,4,4,3,0,0,0,0,0,0,1,1,0,1,1,0,1,0
3,20971.45,14.984,11,0,1,70.424,192.47,3,3,2,4,3,4,2,3,0,0,1,1,1,1,1,1,0,0,1,0,0,1
1,29240.82,6.291,12,2,0,51.315,257.638,4,3,4,2,4,2,3,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1
3,16885.35,11.466,11,3,0,63.243,137.468,2,2,3,3,3,3,3,4,0,0,0,0,0,0,1,1,0,0,0,0,1,0
3,53034.08,9.758,10,0,1,52.761,230.134,4,4,4,3,4,5,3,3,0,0,0,1,0,0,1,1,0,1,0,0,1,1
0,21736.61,10.735,15,1,0,67.042,184.978,4,4,4,3,4,4,3,4,0,0,1,0,0,1,1,0,1,1,1,0,0,1
0,42429.53,11.436,12,2,0,61.571,225.146,3,3,4,3,4,4,2,3,0,0,0,1,0,0,1,0,1,1,1,0,1,1
1,22455.73,9.829,13,2,0,67.561,92.502,3,3,3,3,2,4,4,3,0,0,1,0,1,0,1,0,0,0,1,0,0,0
5,49397.39,11.748,11,0,1,55.341,127.482,2,3,2,5,3,3,3,3,0,0,0,0,0,1,1,0,1,0,0,1,0,0
2,22956.29,12.211,11,0,1,62.618,139.951,4,3,2,5,3,4,4,4,0,0,1,1,1,0,1,0,0,0,0,1,0,1
0,29462.18,15.357,12,1,0,70.336,185.008,3,3,4,4,3,3,4,5,0,1,0,0,0,0,1,1,1,1,1,0,0,1
3,129137.2,12.772,9,1,1,66.891,162.497,5,6,5,4,4,4,5,4,0,0,0,1,0,0,1,1,1,1,1,0,0,0
4,24660.29,10.765,15,0,0,47.928,240.115,3,5,4,4,4,4,4,3,1,0,0,1,1,1,1,1,0,0,0,0,1,1
1,29305.13,11.256,14,0,0,69.468,127.511,3,2,3,4,2,4,2,3,0,0,0,0,0,0,1,1,1,0,0,1,0,0
1,11387.58,12.522,12,0,1,61.623,235.137,5,4,5,5,3,2,3,3,1,0,0,1,0,0,1,0,0,1,1,1,1,1
2,26634.93,11.301,10,1,0,58.516,184.967,4,5,5,4,5,3,2,4,0,1,0,0,0,1,1,0,0,1,1,1,1,0
0,48067.5,11.118,12,3,0,55.209,182.468,1,2,2,4,3,4,3,3,0,0,0,1,0,1,1,1,0,0,1,0,1,0
3,13662.88,12.013,11,1,0,50.855,147.478,4,4,3,5,2,5,4,4,0,1,0,0,0,1,0,1,1,0,0,0,0,0
0,28850.5,10.032,12,0,0,64.176,192.47,4,4,4,4,5,2,4,4,0,0,1,0,0,1,1,1,0,0,1,0,0,1
1,38322.59,4.529,11,4,0,42.365,172.47,3,3,3,4,3,2,3,4,0,0,0,0,1,0,1,1,0,0,1,0,0,1
2,8952.88,7.351,14,1,0,53.074,152.458,2,4,3,5,4,3,3,3,0,0,0,0,0,0,1,0,0,1,1,0,1,0
2,35786.6,7.857,15,1,1,42.733,142.469,3,3,4,4,4,3,3,4,0,0,0,0,0,0,1,0,1,0,0,1,0,1
1,120650.1,7.71,8,1,0,49.507,217.47,4,5,4,3,3,4,5,4,0,0,0,1,0,1,1,1,1,1,0,1,0,1
0,62700.71,16.126,15,0,0,53.4,149.948,3,3,3,5,3,4,5,5,0,0,1,1,1,1,1,0,0,0,0,1,1,0
4,83651.89,10.785,15,0,0,47.966,184.963,4,6,5,4,1,5,4,4,0,0,1,0,0,0,1,1,0,1,1,0,1,0
1,40646.53,11.935,12,1,0,52.88,192.44,3,3,4,6,2,5,3,4,0,0,0,1,0,1,0,1,0,1,0,0,1,0
0,84047.13,9.767,13,3,0,58.166,230.105,4,4,2,3,4,3,3,3,0,1,1,0,0,1,1,0,0,1,0,0,1,1
1,23308.57,10.833,18,1,0,56.616,200.132,3,4,4,3,3,4,4,3,0,0,0,0,0,0,1,0,0,0,1,0,1,1
3,29847.48,6.026,13,2,0,53.613,147.503,3,2,2,3,3,3,2,3,0,0,0,0,0,0,1,1,0,1,1,0,0,0
1,50090.84,7.301,9,1,0,68.05,159.979,3,3,3,2,5,4,3,3,0,0,1,0,0,0,1,1,0,1,1,0,0,0
1,24588.03,8.087,10,1,0,42.362,139.968,3,2,3,4,3,4,4,3,0,0,0,0,1,0,1,0,0,1,0,1,1,0
1,30299.76,11.018,14,1,0,69.868,127.474,4,3,4,4,5,1,3,3,0,0,1,1,0,0,1,0,0,1,1,0,0,0
4,61084.32,10.683,13,0,0,64.374,182.465,3,3,3,4,3,2,4,3,0,0,0,1,1,1,1,1,1,0,0,0,0,1
0,11810.84,9.95,16,1,1,62.764,124.978,3,3,3,4,5,5,3,4,0,0,0,0,0,1,1,0,0,0,1,0,0,0
3,12236.83,12.949,8,0,0,54.558,235.137,3,4,3,4,4,3,3,3,0,0,0,1,1,0,1,0,0,1,1,1,1,1
4,49842.25,10.926,14,1,0,69.715,142.501,4,5,5,4,1,4,4,4,0,0,0,1,0,0,1,0,1,1,1,1,0,0
3,62710.74,11.953,12,0,0,39.234,137.439,3,2,3,4,4,4,4,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3,36747.32,6.172,5,2,2,44.031,127.442,4,4,5,5,3,4,5,4,0,0,1,0,0,0,1,0,0,0,0,0,0,1
0,23332.27,12.75,16,1,1,67.766,149.948,3,2,4,4,3,3,4,3,0,0,1,1,0,1,1,0,0,0,0,1,1,0
6,21602.16,5.398,11,0,0,60.943,149.962,4,4,3,4,5,3,4,3,0,0,0,1,0,1,1,0,0,0,1,0,1,0
3,23447.42,6.719,13,1,0,70.522,137.487,7,6,4,3,3,4,5,5,0,0,0,1,0,1,0,0,0,0,1,1,0,0
4,31760.65,7.497,11,1,0,67.183,125.007,4,5,4,5,3,5,5,5,0,1,1,1,1,0,1,1,0,0,1,0,0,0
4,24026.7,7.073,10,1,0,60.381,162.453,3,3,3,5,2,4,4,4,0,1,0,0,0,1,1,0,1,1,0,0,1,0
0,73958.51,10.469,9,1,1,67.942,212.642,3,3,4,5,4,3,2,4,0,0,0,1,0,0,1,0,0,0,1,1,1,1
4,35835.58,11.412,14,1,0,56.691,162.453,2,2,3,4,4,3,2,2,0,0,1,1,1,1,1,0,1,1,0,0,1,0
4,74776.99,12.359,14,2,0,68.005,172.47,4,4,3,3,3,4,4,5,0,0,1,0,0,0,1,1,0,0,1,0,0,1
2,24149.71,8.245,13,1,0,69.913,172.488,4,5,7,4,1,4,6,3,0,0,0,0,0,0,0,1,0,1,1,1,0,0
0,43632.29,10.675,13,1,1,64.162,252.638,5,3,3,4,2,4,4,3,0,0,1,0,0,1,0,1,0,0,1,0,1,1
1,31121.82,6.343,16,1,0,45.451,107.529,3,4,3,3,4,3,3,3,0,1,0,1,0,0,1,0,1,0,1,1,0,0
3,46015.65,5.464,19,5,0,43.291,139.968,5,6,5,3,3,4,4,6,0,0,1,1,0,0,1,0,0,1,0,1,1,0
1,65986.37,11.747,5,2,2,60.932,245.128,5,3,4,5,1,4,3,3,1,1,0,0,1,0,1,1,1,1,0,0,1,1
0,22376.88,8.561,9,1,0,58.838,242.633,3,3,4,6,2,5,5,5,0,0,1,1,0,1,1,1,1,0,0,0,1,1
0,31429.51,9.708,12,0,1,61.354,262.611,1,2,1,3,3,3,2,2,0,0,0,1,1,1,1,1,0,1,0,0,1,1
3,13722.8,8.414,5,1,0,51.219,212.623,2,3,2,4,4,4,2,3,0,1,0,0,0,0,1,0,1,1,0,0,1,1
2,64281.28,5.202,9,0,1,63.477,137.484,3,3,3,4,4,3,3,2,0,0,0,1,1,0,1,1,0,0,1,0,0,0
0,42060.33,10.215,16,1,0,66.455,174.958,2,2,2,4,3,2,2,3,0,0,1,1,0,0,1,1,1,1,0,0,1,0
4,29189.81,10.088,9,1,0,56.128,147.478,1,1,2,5,3,3,3,3,0,0,0,0,1,1,1,1,1,0,0,0,0,0
2,30701.55,15.024,11,0,0,63.656,197.494,3,3,3,2,4,3,2,3,0,0,1,1,0,1,1,1,1,0,1,1,1,0
0,15249.68,8.533,14,0,0,62.707,104.978,3,3,4,3,6,1,3,3,0,0,0,1,0,0,1,0,0,0,1,0,0,0
1,9508.97,10.003,13,0,0,54.094,160.001,4,3,4,2,5,2,3,2,0,0,1,0,1,1,1,1,1,0,1,0,0,0
0,17312.0,5.761,9,0,0,58.898,129.962,4,4,4,5,2,4,6,5,0,0,1,0,0,0,1,0,0,0,1,0,1,0
3,21485.23,4.034,12,0,0,63.241,159.935,4,4,4,4,4,4,4,2,0,0,1,0,0,1,1,0,0,1,0,0,1,0
1,85066.22,11.344,9,0,0,71.361,235.159,3,4,4,4,4,3,3,2,0,0,0,0,0,1,1,0,1,0,1,1,1,1
3,19114.71,8.644,9,1,0,52.617,194.988,2,2,3,3,3,4,4,4,0,0,0,0,0,1,1,1,1,0,1,0,0,1
1,18832.51,14.33,10,2,1,60.282,147.474,4,5,4,4,4,4,5,5,0,0,0,0,0,1,1,0,0,1,1,0,0,0
4,44089.97,8.533,6,0,0,68.671,184.978,3,5,4,3,2,5,2,4,0,0,0,1,0,1,1,0,1,1,1,0,0,1
1,54211.72,7.529,13,0,1,65.825,162.471,2,3,2,3,3,3,4,2,0,0,0,1,1,1,1,0,0,0,1,1,1,0
4,9410.18,13.678,19,2,0,50.183,127.475,3,3,3,5,3,4,2,4,0,0,1,0,0,0,1,0,0,0,0,1,0,1
3,47966.83,7.41,12,0,3,71.518,230.105,3,3,3,2,6,2,2,2,0,0,0,1,0,1,1,0,0,1,0,0,1,1
3,34919.68,14.555,14,1,0,64.624,257.651,5,5,5,4,4,3,4,5,1,1,0,1,1,0,0,1,1,1,1,0,1,1
0,20849.37,10.857,18,0,0,68.765,242.633,5,4,4,5,3,5,3,5,0,0,0,1,0,1,1,1,1,0,0,0,1,1
0,61704.19,7.049,14,0,0,71.344,104.964,2,2,3,2,2,3,3,4,0,0,0,0,1,0,1,0,0,0,0,1,0,0
7,24971.54,8.938,15,2,0,49.264,220.115,3,3,4,1,4,3,3,5,1,0,0,1,0,0,1,1,0,0,0,0,1,1
3,83924.66,8.806,11,1,0,70.992,159.948,3,4,2,3,5,3,3,4,0,0,0,0,0,0,1,1,0,0,0,0,0,1
0,51728.3,14.106,11,0,1,46.288,194.966,3,3,2,4,5,3,3,2,0,0,0,1,0,0,1,1,0,1,1,0,0,1
2,45551.32,9.17,9,2,1,50.7,172.457,3,3,4,3,4,3,4,3,0,0,0,0,1,0,1,1,0,0,0,1,0,1
1,56540.16,6.999,9,1,0,70.595,200.118,4,4,3,5,5,2,3,2,0,1,0,1,1,0,1,0,0,0,0,1,1,1
0,42043.47,13.018,11,1,1,71.175,172.444,5,5,3,4,3,5,5,5,0,0,0,1,1,1,1,0,0,1,0,1,1,0
2,19173.1,7.131,13,0,4,59.672,162.454,3,4,4,4,3,4,3,6,0,0,0,0,0,0,1,1,0,0,0,1,1,0
3,28799.3,5.768,11,1,0,51.435,184.967,5,6,4,4,4,4,6,5,0,1,0,0,1,1,1,0,0,1,1,1,1,0
3,14875.78,3.774,12,2,1,58.675,194.952,4,3,2,4,3,3,4,4,0,0,1,1,0,0,1,1,0,1,0,1,0,1
0,53227.89,14.315,13,1,0,69.174,157.47,2,2,3,5,4,2,2,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0
5,52233.68,7.356,11,2,0,63.708,119.957,6,6,4,5,5,6,7,6,0,1,0,0,0,0,1,0,1,0,0,0,1,0
0,14260.84,8.446,13,0,1,71.848,130.006,4,4,4,4,6,2,3,3,0,1,0,0,0,0,1,0,1,0,1,0,0,1
3,26669.32,13.751,12,2,1,52.557,127.474,2,3,4,3,4,3,2,2,0,0,1,1,1,0,1,0,0,1,1,0,0,0
4,33690.02,11.613,13,0,0,59.3,240.115,4,3,2,4,4,3,2,6,0,0,0,0,1,1,1,1,0,0,0,0,1,1
0,80110.69,7.408,15,2,0,58.042,149.945,4,2,4,1,5,2,4,2,0,0,1,0,0,0,1,1,0,0,0,0,1,0
0,33024.18,11.351,15,1,0,60.46,182.483,5,5,5,4,4,5,3,4,0,0,0,0,0,1,1,1,1,1,0,1,0,0
7,26013.93,6.214,9,0,0,66.761,162.501,4,4,4,5,2,5,6,4,0,0,0,0,1,1,0,0,1,1,1,1,0,0
0,91633.01,12.599,14,0,1,54.978,262.611,3,2,3,2,6,2,3,2,1,0,1,0,0,1,0,1,0,1,0,0,1,1
0,22205.18,9.224,13,1,0,65.825,230.105,4,3,3,2,4,2,3,4,0,0,0,1,0,1,0,0,0,1,0,0,1,1
3,20052.51,6.789,11,2,2,62.033,124.978,3,4,3,2,4,2,3,3,0,0,0,1,0,1,1,0,0,0,1,0,0,0
1,16957.75,10.409,11,2,0,71.58,117.484,3,3,4,6,3,5,4,4,0,0,0,1,0,0,1,0,1,0,0,0,0,1
6,21008.54,9.383,9,1,1,40.356,152.502,3,3,3,5,3,3,3,4,0,0,0,0,0,0,0,0,1,1,1,0,0,1
2,48983.82,5.234,12,2,0,66.135,127.442,2,2,2,4,4,3,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1
3,12520.32,11.355,12,0,1,52.621,172.44,4,6,5,3,3,5,2,5,1,1,0,1,0,0,1,1,0,1,0,0,1,0
4,35851.6,15.294,9,2,0,53.962,137.468,4,3,3,5,2,4,4,6,0,0,0,0,0,0,1,1,0,0,0,0,1,0
1,6594.2,9.316,11,0,0,67.064,197.629,4,3,4,4,5,2,2,5,0,0,0,1,1,0,1,0,0,1,0,0,1,1
4,74321.03,11.112,6,3,1,44.252,182.461,4,3,3,4,1,3,4,3,0,0,0,1,0,1,1,0,0,1,1,0,0,1
0,63461.18,10.847,10,1,1,69.152,187.481,5,3,4,2,5,3,4,4,0,1,0,0,1,0,1,1,1,1,1,0,1,0
0,25922.49,9.866,6,0,1,63.688,127.474,4,3,4,2,5,2,4,2,0,1,0,1,0,0,0,0,0,1,1,0,0,0
7,10026.66,7.496,11,0,1,64.719,200.165,4,4,3,3,3,4,3,4,0,0,1,0,1,0,1,0,0,0,1,1,1,1
2,7806.55,7.454,14,0,0,45.275,137.487,3,2,5,4,4,4,4,2,0,1,0,0,0,1,1,0,0,0,1,1,0,0
1,25167.86,12.435,13,2,1,63.059,255.137,3,3,3,4,5,3,2,4,0,0,1,0,0,1,1,0,0,1,1,1,1,1
4,38354.6,6.028,12,2,1,66.611,147.442,4,4,4,4,2,4,6,3,0,0,0,1,0,1,1,0,0,0,0,0,0,1
0,40906.5,17.273,7,1,0,66.468,222.633,3,4,4,4,3,3,4,4,0,1,1,0,0,0,1,1,1,0,0,0,1,1
1,93721.48,10.807,12,0,2,67.245,210.152,2,3,2,2,4,3,5,2,0,0,0,1,0,0,0,0,0,1,1,0,1,1
3,55913.69,8.341,13,3,1,59.052,255.166,5,4,5,4,3,3,4,4,1,0,0,1,0,0,1,1,0,1,1,1,1,1
1,37830.82,10.931,17,3,0,58.543,242.644,5,6,6,5,4,5,4,5,0,0,1,1,0,0,1,1,0,1,0,1,1,1
2,42863.75,9.52,11,0,1,54.833,252.624,2,3,3,4,2,4,6,5,0,0,0,0,0,1,1,1,0,0,0,1,1,1
1,26804.03,10.792,13,1,0,67.209,255.134,2,2,1,4,2,3,4,4,0,1,1,1,1,0,1,1,0,1,1,0,1,1
3,31973.61,4.974,10,1,0,54.695,212.642,3,1,2,4,3,2,2,3,0,0,1,1,0,0,0,0,0,0,1,1,1,1
1,44988.59,10.195,16,1,1,42.227,139.951,1,3,1,4,4,3,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1,23388.8,5.48,15,2,0,66.857,204.98,3,5,4,4,4,3,4,1,0,0,0,1,1,1,1,1,0,0,1,1,0,1
2,60472.35,15.629,9,0,0,61.74,179.979,3,4,5,4,2,4,3,4,0,1,0,0,0,1,1,1,0,1,1,0,0,0
3,27285.93,9.46,12,0,1,69.531,204.98,3,3,4,4,4,3,3,3,0,1,0,1,0,1,1,1,0,0,1,1,0,1
3,20626.02,10.058,7,1,0,63.749,79.979,3,2,3,4,2,4,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2,78119.96,7.945,10,0,1,71.768,127.442,4,4,4,4,3,5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,56339.53,11.247,11,0,0,69.055,172.485,6,5,5,4,2,4,3,4,0,0,0,0,0,0,1,1,1,1,0,0,0,1
2,9104.94,11.171,20,1,0,59.015,182.49,3,3,3,2,4,4,4,3,0,0,0,1,0,0,1,1,0,1,1,0,0,1
9,27120.26,5.733,11,0,0,71.553,184.996,4,3,4,4,3,5,3,5,0,0,0,0,1,0,1,1,0,1,1,1,1,0
2,17914.7,10.99,12,2,0,70.701,92.488,2,1,3,3,4,3,1,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0
0,12939.7,8.48,13,1,0,47.21,232.642,4,4,3,4,5,2,3,4,0,0,0,1,0,1,1,0,0,0,1,1,1,1
6,9664.08,11.956,11,0,0,69.163,149.938,6,6,6,4,3,5,6,4,0,0,0,1,0,0,1,0,0,1,0,0,0,1
3,16416.66,4.07,9,2,0,69.345,245.132,4,5,4,4,3,5,3,3,0,0,0,0,0,1,1,0,1,1,0,1,1,1
1,23084.24,9.694,10,3,1,65.283,114.973,3,3,2,3,4,4,4,2,0,0,1,0,0,1,1,0,1,0,0,0,0,0
3,45747.52,5.898,10,1,0,56.515,182.468,4,3,3,4,3,5,3,3,0,0,0,1,1,1,1,1,0,0,1,0,1,0
7,30988.8,9.021,8,1,0,46.778,134.951,3,3,3,4,3,4,3,5,0,0,1,1,1,1,1,0,0,1,0,0,0,0
3,35216.42,11.305,12,1,0,69.311,214.966,3,3,4,5,5,3,2,1,0,0,0,1,0,1,1,1,0,1,1,0,0,1
0,31126.75,16.73,14,2,1,71.033,169.938,3,3,3,4,3,4,6,5,0,0,0,0,0,1,1,0,0,1,0,0,0,1
2,5886.98,8.88,11,1,0,54.043,265.128,4,4,4,4,3,5,5,2,0,0,1,0,0,1,1,1,1,1,0,0,1,1
3,54187.79,10.498,11,0,1,69.287,182.497,4,4,4,4,4,3,3,2,0,0,0,1,0,1,1,1,1,1,1,0,0,0
1,78750.79,6.908,14,0,1,64.913,160.012,3,5,2,2,4,2,4,3,0,0,0,0,0,0,1,1,0,1,1,1,0,0
3,19269.56,11.996,12,1,1,55.229,242.614,4,4,4,4,2,5,2,3,0,0,0,0,0,1,0,0,0,1,0,1,1,1
2,23264.27,12.088,15,0,1,67.498,252.624,5,4,5,5,4,5,4,4,0,0,1,1,1,1,1,1,0,0,0,1,1,1
0,18706.57,11.533,18,1,3,66.099,144.989,4,3,4,4,4,4,4,4,0,0,1,1,0,0,1,0,1,0,1,1,1,0
0,71035.64,10.292,13,0,0,53.095,139.965,5,5,5,4,4,5,4,4,0,0,0,0,1,0,1,0,0,0,1,0,0,1
0,33132.71,11.946,15,2,0,60.892,152.458,3,3,5,5,3,3,5,4,0,1,0,0,1,0,1,0,0,1,1,0,1,0
1,43155.28,8.759,13,2,1,68.37,169.938,4,4,5,3,3,6,5,2,0,1,1,1,0,1,1,0,0,1,0,0,0,1
0,9285.81,8.965,15,2,0,49.672,127.475,5,4,5,4,3,5,4,6,0,0,0,0,0,0,1,0,0,0,0,1,0,1
0,12685.22,12.619,9,0,1,67.97,220.132,3,3,3,4,3,4,4,5,0,1,1,0,0,1,1,0,0,0,1,0,1,1
3,10507.86,13.357,12,0,0,57.0,175.133,4,3,5,3,6,3,2,4,0,1,0,1,0,0,1,0,0,0,0,0,1,1
9,61921.51,14.037,11,4,2,46.338,149.962,3,5,3,3,3,5,4,3,0,0,0,0,0,1,1,0,0,0,1,0,1,0
10,12642.1,10.834,13,2,2,60.17,139.982,4,4,4,3,3,3,4,3,0,1,0,0,1,0,1,0,0,1,1,0,1,0
10,10098.02,14.939,17,1,0,66.627,124.964,5,6,4,3,4,3,4,4,0,0,1,1,1,1,0,0,0,0,0,1,0,0
3,50725.09,7.419,20,4,0,65.282,150.021,3,2,3,2,6,2,1,3,0,1,1,0,0,0,1,1,1,1,1,0,0,0
2,25381.91,13.053,18,2,0,61.739,152.509,2,2,1,4,5,3,3,3,0,0,1,1,0,0,1,1,1,0,1,0,1,0
5,47101.05,8.136,11,1,1,71.529,114.973,4,5,4,4,3,4,4,4,0,0,0,0,0,1,1,0,1,0,0,0,0,0
2,83714.17,13.312,15,1,0,59.594,172.485,1,2,2,5,3,4,4,2,0,0,0,0,0,0,1,1,1,1,0,0,0,1
0,14281.24,13.144,7,1,0,50.098,219.99,4,3,3,4,3,3,5,4,0,0,0,1,1,1,1,1,1,1,1,1,1,0
5,85041.89,13.663,13,2,0,67.609,252.638,4,4,5,3,6,3,4,2,0,0,1,0,0,1,1,1,0,0,1,0,1,1
2,70236.87,12.852,11,0,0,66.082,235.142,4,4,4,4,3,3,3,3,1,0,0,1,0,0,1,1,1,0,0,1,1,1
1,32537.12,9.195,14,0,0,69.554,94.973,5,4,5,3,4,5,4,4,0,0,1,0,1,0,1,0,1,0,0,0,0,0
3,12746.57,4.44,11,0,0,48.922,172.458,4,4,3,4,3,5,3,4,0,1,0,1,1,1,1,0,0,1,1,0,1,0
1,29898.21,5.248,8,0,1,57.376,149.945,4,4,5,3,4,4,4,5,0,0,0,1,1,0,1,1,0,0,0,0,1,0
2,26100.78,12.598,13,3,0,71.305,162.468,4,5,4,1,5,4,2,4,0,1,0,0,1,0,1,1,0,0,1,0,1,0
0,17127.79,7.827,12,1,0,37.46,210.105,3,3,4,3,3,3,3,2,1,0,0,1,0,0,1,0,0,1,0,0,1,1
1,55417.55,9.332,9,2,0,69.226,257.655,3,3,2,5,3,4,3,4,0,0,0,1,1,1,1,0,1,1,1,1,1,1
0,49730.51,8.492,13,0,0,54.912,235.137,3,4,2,4,3,3,4,3,0,0,0,0,1,0,1,0,0,1,1,1,1,1
9,20111.05,14.077,18,2,0,59.991,147.442,3,4,3,2,4,3,3,2,0,0,0,0,0,1,1,0,0,0,0,0,0,1
4,59388.85,9.69,14,2,0,65.288,210.105,4,2,2,4,3,3,4,2,0,1,0,1,0,0,1,0,0,1,0,0,1,1
2,12673.03,13.55,9,3,0,53.915,192.47,5,4,4,3,4,4,3,4,0,1,0,0,0,1,0,1,0,0,1,0,0,1
0,58388.73,11.496,10,2,0,46.238,182.468,3,3,3,4,3,4,3,4,0,0,0,0,0,1,1,1,0,0,1,0,1,0
4,47122.74,9.061,16,0,0,68.944,255.156,3,4,4,3,3,4,3,3,0,0,1,1,0,1,1,1,1,0,1,0,1,1
3,36586.61,12.686,16,1,1,67.752,179.966,3,3,3,3,5,2,4,3,0,1,0,0,0,1,1,1,0,1,0,1,0,0
1,38413.81,10.851,9,3,2,67.553,129.96,5,5,4,5,4,4,2,4,0,1,1,0,1,0,1,0,1,0,0,0,0,1
3,46120.24,10.238,13,1,0,55.816,167.456,4,5,4,3,4,2,4,4,0,0,0,1,0,1,1,1,0,1,0,0,0,0
1,34469.78,11.86,11,2,0,57.959,147.46,3,4,3,3,4,3,3,2,0,0,0,1,0,1,1,0,0,1,0,1,0,0
10,4600.87,8.646,12,1,0,63.852,114.973,1,1,2,3,3,2,2,4,0,0,1,0,0,1,1,0,1,0,0,0,0,0
4,58012.2,14.333,14,1,0,54.113,270.16,5,4,4,3,4,4,4,3,1,0,0,1,0,0,1,1,1,1,1,1,1,1
