Children,Income,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Tenure,MonthlyCharge,Bandwidth_GB_Year,Responses,Fixes,Replacements,Reliability,Options,Respectfulness,Courteous,Listening,DummyChurn,DummyTechie,DummyContract,DummyPort_modem,DummyTablet,DummyInternetService,DummyPhone,DummyMultiple,DummyOnlineSecurity,DummyOnlineBackup,DummyDeviceProtection,DummyTechSupport,DummyStreamingTV,DummyStreamingMovies
1,62362.97,11.987,9,2,0,4.636,184.996,906.643,2,2,3,3,3,4,5,3,0,0,0,0,0,0,1,1,0,1,1,1,1,0
3,131265.4,11.186,14,0,0,12.284,287.643,1873.85,5,5,3,4,4,4,3,4,1,0,0,1,0,1,1,1,0,1,1,1,1,1
2,90486.0,13.545,15,1,0,9.573,169.974,1194.501,3,3,4,2,4,2,2,4,0,0,0,0,0,1,1,1,1,1,0,0,0,0
2,46336.84,8.761,14,0,1,6.483,159.988,684.121,4,3,3,4,4,3,3,3,0,0,0,1,1,1,1,1,1,0,0,1,0,0
0,23660.53,13.852,12,2,2,18.769,139.951,2104.759,4,4,4,4,4,4,4,4,0,0,0,0,0,0,1,0,0,0,0,1,0,1
1,27942.44,10.552,12,0,1,14.094,169.945,1439.393,2,1,1,5,4,2,3,3,1,0,0,0,0,1,1,1,0,0,0,0,1,0
4,57260.25,9.914,11,1,0,7.482,184.978,1145.213,4,5,4,2,4,4,4,3,0,0,0,1,1,1,1,0,1,1,1,0,0,1
0,12181.61,12.176,13,0,0,12.006,192.44,1318.125,2,1,2,2,6,1,2,2,1,1,0,0,0,1,1,1,0,1,0,0,1,0
0,8080.22,11.357,13,1,0,14.567,129.995,1482.176,3,4,5,3,3,4,5,4,0,0,0,1,1,0,1,0,0,0,1,1,1,0
2,50653.9,15.816,15,0,0,3.263,149.978,659.033,3,6,2,5,4,4,2,5,0,1,0,1,0,1,1,0,1,1,0,1,0,0
0,52962.98,10.776,10,2,1,9.147,102.475,813.177,2,2,2,3,3,3,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,80948.63,10.164,15,3,0,7.616,194.952,1402.944,2,4,4,3,3,3,2,4,1,0,0,0,1,0,1,1,0,1,0,1,0,1
1,78118.48,8.472,6,0,1,2.942,174.992,762.614,2,2,3,2,3,2,2,2,1,0,0,1,1,1,1,0,1,0,1,1,0,1
5,128906.6,8.205,13,2,1,2.358,192.44,606.098,3,3,3,3,3,4,3,2,1,1,0,1,0,1,1,1,0,1,0,0,1,0
1,12259.5,6.12,11,0,0,21.975,124.964,1844.723,5,6,5,4,3,6,4,4,0,0,0,1,0,1,1,0,0,0,0,1,0,0
3,14480.31,6.723,11,0,0,8.249,117.484,1054.47,3,3,2,5,3,3,3,4,0,0,0,1,0,0,1,0,1,0,0,0,0,1
0,54984.96,11.347,9,0,0,2.398,220.162,840.415,2,2,3,3,5,1,1,3,1,1,1,0,0,0,1,1,0,0,1,0,1,1
0,33371.16,13.895,8,1,0,5.738,255.142,1159.774,2,3,4,2,4,2,1,2,1,0,0,0,0,1,1,1,1,0,0,1,1,1
6,24940.42,14.001,12,0,0,7.232,207.475,1575.576,3,3,3,3,4,4,4,3,1,0,0,0,0,0,1,1,0,1,1,1,0,1
2,53627.3,9.206,11,2,1,3.896,225.146,1494.926,3,4,2,4,2,3,4,5,1,0,0,0,1,0,1,0,1,1,1,0,1,1
0,49870.24,7.575,11,1,0,2.44,160.012,546.33,3,3,3,3,4,3,3,4,0,0,0,1,1,0,1,1,0,1,1,1,0,0
1,8764.63,12.346,14,1,1,26.91,210.156,2911.171,5,5,4,4,3,4,5,5,0,0,0,0,0,0,1,1,1,0,0,0,1,1
0,20931.13,11.412,12,1,1,2.111,104.963,411.388,6,5,5,3,4,5,4,4,0,0,0,1,0,0,1,0,0,0,0,0,1,0
3,38734.57,14.658,5,0,0,11.624,162.453,1415.215,2,3,2,4,4,3,2,4,1,1,0,1,1,1,1,0,1,1,0,0,1,0
2,77124.99,9.069,11,0,0,9.932,152.458,1734.821,5,5,6,5,3,4,4,5,1,1,0,1,0,0,1,0,0,1,1,0,1,0
2,38202.86,7.721,15,2,1,21.061,117.439,2316.737,3,2,3,5,3,3,3,2,0,1,0,1,0,0,1,0,0,0,0,0,1,0
3,51404.81,4.4,14,1,1,12.139,207.481,1575.214,4,3,4,4,5,4,4,2,0,0,1,1,0,1,1,1,1,1,1,0,1,0
2,38178.91,8.61,11,2,1,6.192,137.439,780.002,4,3,2,3,2,3,3,4,0,0,0,0,0,1,1,0,0,0,0,0,1,0
1,33561.56,10.11,17,0,0,10.527,124.961,1394.391,6,5,5,3,4,3,3,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0
4,31243.64,7.397,9,2,2,17.788,149.989,1833.861,4,5,5,6,2,5,5,5,0,1,0,1,0,0,1,1,1,0,0,0,0,1
1,16230.41,11.354,10,1,0,18.598,149.945,2264.252,3,4,2,4,2,5,4,3,0,0,1,1,0,0,1,1,0,0,0,0,1,0
1,25532.43,11.433,12,2,0,8.284,117.439,1381.205,4,5,5,5,3,4,3,4,0,0,1,1,0,0,1,0,0,0,0,0,1,0
1,9204.72,11.132,14,2,0,21.47,127.474,2342.459,2,2,3,4,3,3,2,2,0,1,0,0,0,0,1,0,0,1,1,0,0,0
0,31776.75,6.807,11,1,0,4.535,169.945,688.52,4,5,5,4,1,3,4,5,0,0,0,0,0,1,1,1,0,0,0,0,1,0
2,14908.11,7.799,15,0,0,6.21,197.484,1537.896,3,3,3,4,2,4,3,3,1,0,0,1,0,0,1,1,1,1,1,0,0,1
1,17397.3,5.712,13,1,0,9.724,162.483,1659.461,4,4,5,3,3,3,5,5,0,0,1,0,1,0,1,1,1,1,0,1,0,0
2,8936.02,5.771,16,0,0,7.413,257.655,1469.056,3,3,2,3,2,4,4,3,1,0,0,0,0,1,1,0,1,1,1,1,1,1
3,60581.95,15.01,10,0,0,8.514,162.483,1269.863,3,4,3,2,5,2,2,3,1,1,0,0,1,1,1,0,1,0,1,0,0,1
0,37494.5,9.774,17,0,0,10.865,197.484,1877.409,4,3,3,4,3,3,4,5,1,1,1,1,0,0,1,1,1,1,1,0,0,1
3,29819.59,11.472,8,0,1,22.115,152.488,2200.746,5,5,5,5,3,5,5,4,0,0,1,1,0,0,1,0,1,1,0,1,0,1
2,45904.79,10.305,14,1,1,2.139,157.47,292.586,1,2,4,2,4,1,3,2,0,0,0,0,0,1,1,1,0,0,0,1,0,0
3,7920.44,8.638,13,2,1,2.772,242.611,1274.226,3,4,4,5,3,3,3,4,1,0,0,1,1,0,1,1,0,1,0,0,1,1
4,78568.26,12.726,11,0,0,12.316,112.455,1147.898,3,4,4,3,4,3,3,3,0,0,0,1,1,1,1,0,0,0,0,0,0,0
1,39163.8,13.803,11,0,0,10.334,195.006,1387.672,3,3,3,3,4,1,3,2,0,0,1,1,0,1,1,1,1,1,1,1,0,0
5,50083.6,11.196,14,2,2,9.742,230.134,1647.527,4,4,4,4,3,4,3,6,1,0,0,1,0,0,1,1,0,1,0,0,1,1
1,41299.07,11.977,13,1,0,7.852,197.629,1274.639,5,5,5,3,3,3,5,5,1,0,0,0,0,0,1,0,0,1,0,0,1,1
5,70822.64,7.594,7,1,0,10.034,240.115,1373.05,4,4,4,5,3,3,4,3,1,0,0,1,0,1,1,1,0,0,0,0,1,1
4,33347.6,12.429,14,4,0,2.939,192.44,824.107,2,2,3,4,4,3,1,3,1,1,1,1,0,1,1,1,0,1,0,0,1,0
3,138723.0,9.997,15,1,0,1.205,212.642,1192.84,2,3,3,3,4,3,3,2,1,0,0,0,1,0,1,0,0,0,1,1,1,1
2,26987.5,10.832,14,1,0,6.893,147.456,1250.576,3,4,3,4,4,5,4,3,0,0,0,0,0,0,1,1,0,1,0,0,0,0
1,28053.3,9.615,13,2,0,10.429,107.496,1638.669,2,3,2,4,3,2,4,3,0,0,0,1,0,0,1,0,1,0,1,0,0,0
2,70775.57,11.18,12,0,0,2.72,184.994,586.791,3,3,3,2,4,3,3,2,0,0,0,0,0,0,1,1,1,1,0,1,0,1
0,23953.2,3.779,14,4,1,12.674,139.982,1504.092,4,4,4,4,4,4,5,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0
3,72791.51,9.219,12,2,1,5.446,179.966,589.698,3,3,4,4,4,3,4,2,0,0,0,1,0,1,1,1,0,1,0,1,0,0
1,36269.92,14.103,7,0,0,14.269,232.623,1937.879,1,2,2,3,3,3,3,3,1,0,0,1,0,1,0,0,1,1,0,0,1,1
3,104166.7,13.32,11,0,0,9.739,142.471,1621.893,4,3,4,3,4,4,5,5,0,1,0,1,0,0,1,0,0,0,1,1,1,0
2,54288.64,13.26,15,0,0,2.505,252.624,900.862,3,3,3,4,4,2,2,2,1,0,0,0,0,1,1,1,0,0,0,1,1,1
1,21405.99,9.855,13,1,0,7.101,169.993,733.873,5,5,5,2,4,3,4,5,0,0,0,0,0,1,1,1,0,0,1,1,0,0
0,57641.23,8.776,13,2,0,10.458,197.494,1240.212,5,5,4,4,1,4,5,4,1,1,0,0,0,1,1,1,1,0,1,1,1,0
0,57667.78,10.593,11,0,1,21.421,192.44,2120.23,2,2,3,3,5,2,1,2,1,0,0,0,0,1,1,1,0,1,0,0,1,0
0,14746.24,13.242,11,0,0,34.492,94.973,3346.893,4,4,4,3,4,5,5,3,0,1,0,0,1,0,1,0,1,0,0,0,0,0
1,30805.5,7.38,14,2,0,5.799,187.656,978.405,3,3,3,5,4,4,3,4,0,0,0,0,0,0,1,0,0,0,1,0,1,1
2,48176.26,10.191,14,0,0,6.072,117.439,1154.152,3,2,2,3,2,3,3,3,0,0,0,0,1,0,1,0,0,0,0,0,1,0
2,8519.2,11.456,12,0,0,14.364,192.47,1445.999,4,4,4,3,5,2,3,3,0,0,1,1,0,1,1,1,0,0,1,0,0,1
1,54406.78,11.227,13,2,1,2.018,242.633,816.943,4,4,3,3,6,4,3,2,1,0,1,1,0,1,1,1,1,0,0,0,1,1
4,16156.43,5.511,9,0,0,9.644,210.105,1860.544,5,5,5,3,3,5,3,6,1,0,0,1,0,0,1,0,0,1,0,0,1,1
4,16383.33,10.842,7,1,1,9.374,220.118,1315.587,3,4,4,4,5,3,4,4,1,0,0,0,0,1,1,0,0,0,0,1,1,1
1,30772.72,7.088,12,0,0,16.223,169.974,1747.967,3,1,2,3,3,3,3,4,0,0,1,1,1,1,1,1,1,1,0,0,0,0
2,13162.55,15.681,13,0,0,1.482,147.442,335.3,2,3,3,4,4,3,2,2,0,1,0,1,0,1,1,0,0,0,0,0,0,1
0,21122.11,6.158,12,0,2,14.839,117.486,1437.801,4,3,4,3,4,3,2,2,0,0,0,1,0,0,1,0,0,0,1,0,1,0
2,76763.34,14.625,12,1,0,18.764,139.988,2143.19,3,3,4,4,3,4,3,4,0,0,0,0,1,0,1,1,1,0,0,1,0,0
0,11414.65,8.061,13,1,1,6.101,92.455,810.654,4,4,5,3,3,4,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,128728.3,6.293,8,0,0,18.447,275.12,2046.091,3,4,2,3,3,5,4,4,1,0,0,1,0,1,1,1,0,1,0,1,1,1
2,36227.83,7.029,13,1,0,4.18,124.961,790.044,3,2,3,4,4,4,3,2,1,0,0,1,0,0,1,1,0,0,0,0,0,0
8,21909.54,13.238,9,2,1,9.548,112.455,1054.032,3,1,3,4,3,4,3,5,0,0,0,1,0,1,1,0,0,0,0,0,0,0
0,23599.71,12.835,12,1,0,2.664,159.935,579.079,4,4,4,4,3,2,4,3,0,0,0,0,0,1,1,0,0,1,0,0,1,0
1,41467.24,5.287,13,2,0,9.622,182.497,1023.023,3,3,3,4,4,3,3,3,0,0,0,1,1,1,1,1,1,1,1,0,0,0
3,4196.99,8.95,12,1,2,11.1,147.442,1114.819,4,3,3,4,2,3,4,5,0,0,0,1,1,1,1,0,0,0,0,0,0,1
1,102089.7,12.092,14,0,0,7.624,242.614,1306.124,2,4,4,4,3,4,4,5,1,0,0,0,1,1,1,0,0,1,0,1,1,1
3,28902.72,9.047,12,2,0,12.764,147.474,1355.525,5,4,4,5,3,5,3,5,0,0,0,0,1,1,1,0,0,1,1,0,0,0
3,23102.45,10.895,18,2,0,3.116,129.948,1079.326,4,3,3,3,3,4,2,2,0,0,0,0,0,0,1,0,0,0,0,1,1,0
1,34945.56,6.281,9,2,0,31.441,214.966,3069.098,5,5,4,4,3,5,6,3,1,0,0,0,1,1,1,1,0,1,1,0,0,1
3,22118.1,12.106,11,1,1,9.213,255.142,1553.257,4,4,4,4,1,4,5,5,1,0,0,0,0,1,1,1,1,0,0,1,1,1
0,33861.89,4.981,15,0,1,6.359,242.614,954.184,3,2,4,2,6,2,2,3,1,0,0,0,0,1,0,0,0,1,0,1,1,1
0,41481.81,9.593,13,1,0,7.097,124.964,506.014,4,4,3,3,3,4,4,4,0,0,0,1,0,1,1,0,0,0,0,1,0,0
3,71998.04,10.974,15,1,0,8.082,230.134,1512.207,3,4,3,3,3,5,3,5,1,1,0,1,0,0,1,1,0,1,0,0,1,1
4,30783.19,14.141,15,1,0,4.571,197.472,1418.138,5,4,3,1,5,3,4,4,0,0,0,0,0,0,0,1,0,1,1,1,1,0
4,29559.75,7.408,10,0,0,3.59,267.665,1173.536,4,4,4,4,3,5,5,4,1,0,0,0,0,1,1,1,1,0,1,1,1,1
1,13233.4,12.485,11,0,0,12.525,204.961,1555.076,4,5,6,4,2,3,4,4,1,0,0,1,0,1,1,1,1,1,0,0,0,1
6,60135.44,8.59,13,1,1,5.258,204.963,1026.361,3,4,4,3,3,4,4,2,1,1,0,1,0,1,1,1,0,1,1,0,1,0
1,16550.24,13.583,7,1,0,1.005,114.998,252.114,3,5,2,1,5,1,3,3,0,0,1,0,0,0,1,0,0,1,1,0,0,0
4,13597.74,7.942,12,2,0,6.165,194.97,934.543,3,3,2,4,2,3,5,3,1,0,0,1,0,1,1,0,0,1,1,1,0,1
1,68443.57,9.885,17,0,0,20.665,187.609,2616.607,1,1,3,2,3,3,2,3,1,0,0,1,0,0,1,0,0,0,0,0,1,1
1,33013.26,5.663,16,0,1,15.393,132.466,1921.908,4,4,4,4,4,4,4,4,0,0,0,0,0,0,1,0,1,0,0,1,1,0
8,19184.88,6.589,7,1,1,8.752,147.474,1180.747,5,4,3,4,4,5,3,5,0,0,1,0,0,1,1,0,0,1,1,0,0,0
8,18847.36,11.474,10,0,0,9.883,190.16,1596.133,4,3,3,2,4,4,3,2,1,0,0,1,0,0,1,0,1,0,0,1,1,1
8,25231.4,12.48,9,1,0,3.658,197.629,978.091,3,2,3,3,4,3,3,4,1,0,0,1,0,0,0,0,0,1,0,0,1,1
0,28814.47,6.9,13,0,0,28.282,137.484,2945.866,4,3,2,4,2,4,4,4,0,0,0,1,0,0,1,1,0,0,1,0,0,0
3,49497.16,15.813,13,0,1,4.722,169.945,865.103,3,3,4,3,3,2,2,2,0,0,1,1,1,1,1,1,0,0,0,0,1,0
3,5986.91,9.781,16,0,0,8.387,142.453,1474.928,4,4,4,4,4,4,5,3,0,0,1,0,1,0,1,0,1,1,0,0,1,0
0,17264.79,11.919,14,0,0,14.632,104.964,1655.232,3,4,3,3,3,4,3,4,0,1,0,1,0,0,1,0,0,0,0,1,0,0
2,68469.87,13.629,12,1,2,14.55,184.98,1990.499,4,3,3,3,4,3,3,5,0,1,1,1,1,0,1,1,0,0,1,1,0,1
8,19002.4,11.118,14,2,3,10.909,162.53,1473.228,3,3,2,4,3,3,4,3,0,1,1,0,0,0,0,1,1,1,1,1,0,0
1,13900.27,10.897,7,1,0,11.514,140.001,1559.339,5,6,5,5,3,5,4,4,0,0,0,0,0,0,1,1,1,0,1,0,0,0
6,44877.7,7.857,14,0,0,13.726,127.474,1835.293,4,4,4,4,2,5,5,5,0,0,0,1,0,0,1,0,0,1,1,0,0,0
2,57182.71,10.546,16,0,0,1.302,160.001,511.216,3,4,4,2,4,5,3,3,0,0,0,0,0,1,1,1,1,0,1,0,0,0
4,90902.55,8.112,10,5,0,1.941,142.499,754.127,4,3,3,4,3,4,5,5,1,1,0,0,0,0,1,0,1,1,1,0,1,0
1,93343.17,11.524,11,1,1,7.496,169.945,826.367,3,3,1,4,2,3,3,2,1,1,0,0,1,1,1,1,0,0,0,0,1,0
2,13626.49,10.395,14,0,0,15.884,152.458,2131.893,4,3,4,3,1,4,3,4,1,1,0,1,0,0,1,0,0,1,1,0,1,0
2,19029.8,14.577,9,0,0,8.666,157.484,1062.368,5,6,6,1,5,4,3,4,0,0,1,0,1,1,1,1,0,0,1,0,0,0
0,22021.4,9.367,14,1,1,2.971,194.974,511.122,2,3,2,3,3,3,3,5,1,0,0,0,0,1,1,1,1,0,0,1,0,1
0,20611.13,8.78,12,1,0,11.003,179.979,1207.59,3,3,4,3,3,5,3,5,0,0,1,0,0,1,1,1,0,1,1,0,0,0
4,49150.41,13.191,16,0,0,5.216,214.966,1019.502,1,2,3,3,4,3,1,2,0,1,1,1,0,1,1,1,0,1,1,0,0,1
1,68622.59,8.326,10,0,0,8.814,129.962,1426.604,4,4,3,2,4,3,2,4,0,1,0,0,0,0,1,0,0,0,1,0,1,0
0,32464.51,13.019,15,2,0,13.04,255.142,1792.01,3,4,4,2,5,3,2,2,1,0,0,1,0,1,1,1,1,0,0,1,1,1
0,100860.9,10.244,15,1,0,21.296,154.976,2558.308,3,2,2,4,4,3,3,2,1,0,0,1,1,0,1,0,1,1,1,0,1,0
3,3450.88,10.75,10,0,0,4.869,137.498,760.837,4,5,5,1,5,2,2,3,0,0,1,0,0,0,1,1,1,1,0,0,0,0
2,49527.05,13.5,12,1,1,5.145,230.105,972.152,3,4,4,3,4,5,3,5,1,0,0,1,0,1,1,0,0,1,0,0,1,1
0,85180.31,8.799,9,1,0,17.223,107.481,1769.609,4,4,4,3,4,4,5,4,0,0,0,1,1,0,1,0,1,0,0,0,1,0
1,12211.05,11.694,9,0,0,2.348,104.992,562.039,4,5,4,4,4,3,6,5,0,1,0,1,1,0,1,0,1,1,0,0,0,0
1,121668.3,9.944,14,0,0,4.629,194.999,801.105,5,4,3,5,2,5,4,5,0,0,0,0,0,0,1,1,0,1,1,1,0,1
4,16585.68,11.848,12,0,0,9.198,162.468,1685.818,3,2,2,3,4,2,3,3,1,0,0,0,0,0,1,1,0,0,1,0,1,0
2,32524.56,12.784,11,2,0,7.817,207.481,1299.584,3,3,4,3,4,4,4,2,1,0,0,1,0,1,1,1,1,1,1,0,1,0
2,74249.58,8.414,10,1,0,3.231,184.95,1178.012,4,4,4,4,2,2,6,5,1,0,0,0,0,0,1,1,0,1,0,1,1,0
2,81482.8,5.325,13,2,0,4.655,139.979,843.184,5,4,4,5,3,5,2,4,0,0,0,1,0,0,1,0,1,1,0,0,0,1
0,26092.38,13.705,11,1,0,8.932,114.998,979.002,3,4,2,2,5,2,2,3,0,0,0,1,0,0,1,0,0,1,1,0,0,0
2,101628.9,10.502,10,1,2,2.567,184.978,717.894,4,4,2,4,4,4,4,3,1,0,0,1,0,1,1,0,1,1,1,0,0,1
0,60781.41,14.559,11,0,1,4.067,154.976,1192.457,4,3,4,3,4,5,2,5,1,1,0,0,0,0,1,0,1,1,1,0,1,0
3,5831.16,10.568,16,1,0,10.863,194.97,1265.451,2,3,3,5,1,5,3,4,0,0,0,1,0,1,1,0,0,1,1,1,0,1
1,16990.72,10.429,9,0,0,32.734,257.655,3343.613,3,2,4,3,4,5,3,4,0,0,0,1,0,1,1,0,1,1,1,1,1,1
0,88741.41,13.707,16,0,1,4.422,127.475,479.329,5,5,5,3,4,4,3,3,0,0,0,0,1,0,1,0,0,0,0,1,0,1
1,85485.94,9.909,16,1,1,6.612,202.443,805.213,3,2,3,4,3,4,4,3,0,0,1,0,1,1,1,1,0,1,0,0,0,1
8,73794.78,4.721,9,1,0,7.778,124.964,965.466,4,4,4,4,2,4,3,4,0,0,1,0,0,1,1,0,0,0,0,1,0,0
6,15278.16,10.331,12,1,0,6.247,197.494,1118.047,4,4,4,6,2,5,6,4,0,0,0,0,0,1,1,1,1,0,1,1,1,0
9,54270.13,4.161,16,1,0,13.106,95.019,1424.901,2,3,2,4,2,3,2,3,0,1,0,0,0,0,1,0,1,0,1,0,0,0
2,30023.57,7.66,10,0,0,8.92,102.475,1003.685,3,4,4,4,4,3,5,3,0,0,0,1,1,0,1,0,0,1,0,0,0,0
9,42008.27,8.754,12,3,1,7.37,120.005,1622.202,3,4,4,5,2,6,4,5,1,0,0,1,0,0,0,0,1,0,1,1,0,0
3,56427.16,2.526,9,3,0,8.16,162.461,1689.545,3,3,2,5,1,6,4,3,1,0,0,0,1,0,0,0,0,1,1,0,0,1
0,48131.25,14.598,13,1,1,8.309,202.443,1080.752,2,2,3,4,2,3,4,3,1,0,0,0,0,1,0,1,0,1,0,0,0,1
3,32869.26,6.67,17,0,3,20.443,157.47,1826.133,3,3,3,4,4,2,4,2,0,0,0,0,0,1,1,1,0,0,0,1,0,0
3,34638.98,13.914,12,1,0,7.627,207.609,1227.038,5,5,6,5,2,6,5,4,1,0,1,0,0,1,1,0,0,0,0,0,1,1
0,11611.46,5.825,14,0,0,2.326,222.65,768.91,4,5,5,3,3,2,4,5,1,0,0,0,1,1,1,0,1,0,1,0,1,1
0,6228.97,13.532,11,0,0,2.142,174.988,1058.572,3,3,3,5,3,4,3,3,1,0,0,0,0,0,1,1,1,0,1,0,0,1
0,12501.26,9.502,10,1,0,7.233,252.624,1121.796,1,3,3,3,4,2,4,3,1,0,0,0,1,1,1,1,0,0,0,1,1,1
9,34404.66,12.405,12,2,1,23.491,200.132,3174.219,6,5,5,4,3,4,3,4,0,0,1,0,1,0,0,0,0,0,1,0,1,1
9,55521.06,9.276,9,0,0,2.086,242.633,1110.32,3,2,2,2,3,1,2,2,1,0,1,0,1,1,1,1,1,0,0,0,1,1
2,26826.72,8.739,8,1,0,13.411,222.661,1765.088,3,3,3,3,3,3,3,4,1,0,0,0,0,0,1,0,0,1,1,1,1,1
0,87147.55,9.948,16,1,0,4.009,204.963,880.314,5,5,4,3,4,4,4,4,1,0,0,1,0,1,1,1,0,1,1,0,1,0
7,17667.81,8.994,10,0,0,25.432,252.638,2864.554,3,3,4,2,4,2,2,3,1,0,0,0,0,1,1,1,0,0,1,0,1,1
3,63932.89,7.541,12,1,0,11.383,162.494,1294.338,3,3,3,4,1,4,4,3,1,0,0,0,1,0,1,0,0,1,1,1,0,1
0,68509.1,12.564,9,1,0,13.252,139.983,1639.02,5,6,4,2,3,5,3,4,1,0,0,1,0,0,1,0,0,1,1,1,0,0
0,45530.8,5.254,9,0,1,5.734,127.46,918.183,2,2,3,4,3,3,3,3,0,1,0,0,1,0,1,0,0,1,0,1,0,0
1,7162.12,10.19,12,0,0,11.901,112.455,991.657,5,5,5,4,4,6,4,3,0,0,1,1,0,1,1,0,0,0,0,0,0,0
1,62968.8,13.001,9,1,0,7.022,187.467,1482.763,3,4,3,3,4,3,3,3,0,0,0,1,1,0,1,1,1,1,0,1,1,0
0,13383.49,6.157,15,0,0,8.771,187.642,1265.511,4,5,4,3,2,4,5,5,0,0,1,1,1,0,1,0,0,0,0,1,1,1
3,60325.3,13.423,13,1,0,3.082,222.614,1316.126,3,4,4,4,3,4,5,4,1,0,1,0,0,0,1,0,0,1,0,1,1,1
8,166553.1,15.433,14,4,0,4.539,142.469,1368.093,4,2,3,3,5,1,3,3,1,0,0,1,0,0,1,0,1,0,0,1,0,1
0,41624.04,9.652,9,1,0,8.525,127.489,889.759,2,3,3,3,4,2,4,4,1,0,0,1,0,0,1,0,0,0,1,0,0,1
3,58974.46,8.895,13,1,1,2.092,207.609,628.106,2,3,3,3,4,2,5,4,1,0,0,1,1,1,1,0,0,0,0,0,1,1
3,84405.81,14.016,13,2,0,9.313,92.488,983.515,2,3,2,4,4,3,3,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0
4,72367.44,18.852,14,1,1,16.75,159.979,2099.998,2,2,2,4,4,4,2,3,0,0,0,0,0,0,1,1,0,1,1,0,0,0
2,15293.02,14.559,12,1,1,6.163,127.489,702.03,3,3,3,5,3,4,2,4,0,0,0,1,0,0,1,0,0,0,1,0,0,1
0,26493.5,9.949,17,2,1,1.578,172.458,588.365,4,4,5,3,5,4,3,2,0,0,0,0,0,1,1,0,0,1,1,0,1,0
0,55556.96,8.43,12,2,0,10.291,245.147,1859.063,4,4,3,5,3,3,3,3,1,1,0,1,0,0,1,1,0,0,1,1,1,1
3,44172.66,6.952,11,1,1,4.017,147.442,734.425,3,3,2,4,4,2,3,3,0,0,1,0,0,1,1,0,0,0,0,0,0,1
0,59861.32,15.917,8,2,0,10.701,104.978,1417.244,4,4,4,4,4,3,4,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2,20638.11,8.61,9,3,0,7.89,164.972,1593.482,5,4,5,4,2,5,5,3,1,1,0,0,0,0,1,1,1,0,0,1,1,0
1,58077.49,4.261,17,2,0,15.686,114.966,1448.716,4,4,5,5,3,5,4,5,0,0,1,1,0,0,1,0,0,0,0,0,0,1
3,14540.8,11.773,13,2,0,11.536,200.132,2105.034,2,2,2,4,2,3,4,5,0,0,1,1,0,0,1,0,0,0,1,0,1,1
3,28665.69,8.175,14,2,2,10.881,235.159,1480.104,4,5,3,3,3,3,4,4,1,0,0,1,0,1,1,0,1,0,1,1,1,1
1,24485.6,11.82,11,0,0,4.198,235.159,1078.709,3,1,3,3,4,2,3,4,1,1,0,0,0,1,0,0,1,0,1,1,1,1
5,25220.46,12.368,17,1,2,5.5,154.962,1407.106,3,3,3,3,2,3,5,5,0,0,0,0,1,0,1,0,1,1,0,1,1,0
2,10204.37,13.241,14,1,0,15.374,129.96,2007.89,2,2,4,4,5,3,1,2,0,0,1,1,0,0,1,0,1,0,0,0,0,1
1,139474.8,10.941,6,0,1,6.435,207.639,1132.055,3,2,3,4,4,2,4,2,0,0,1,1,0,0,1,1,0,0,0,0,1,1
1,65782.7,9.664,10,1,0,5.378,242.611,1465.534,5,3,3,3,4,4,3,3,1,0,0,1,1,0,1,1,0,1,0,0,1,1
9,29973.85,10.383,10,1,0,11.981,222.65,1967.056,3,3,4,3,3,3,2,3,0,0,0,0,1,1,1,0,1,0,1,0,1,1
3,50562.37,4.9,16,2,0,4.419,152.474,1290.002,4,4,4,3,4,4,4,4,1,0,0,1,0,0,1,0,0,0,1,1,0,1
1,18070.29,11.923,9,1,0,26.15,152.456,2957.287,3,3,3,3,3,3,2,5,0,0,0,0,1,0,1,0,1,1,0,0,0,1
0,26943.66,5.2,11,1,0,3.43,287.643,924.935,6,6,6,4,4,5,5,5,1,0,0,0,0,1,1,1,0,1,1,1,1,1
0,72504.63,7.547,13,0,0,9.104,220.118,1305.936,5,5,4,6,2,6,5,5,1,0,1,1,0,1,0,0,0,0,0,1,1,1
0,78193.51,13.007,13,2,0,3.932,129.948,928.122,4,3,3,2,3,4,2,4,1,0,0,0,0,0,1,0,0,0,0,1,1,0
7,16859.67,12.558,13,2,1,2.473,139.957,787.539,3,5,4,1,3,4,2,4,0,0,0,1,1,1,1,0,1,0,0,0,1,0
1,5864.01,11.071,6,0,1,9.826,127.442,1306.271,5,4,5,3,4,4,3,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1
3,42998.95,11.876,9,1,1,5.615,144.961,617.004,4,4,4,2,4,5,4,3,0,0,1,1,0,1,1,1,0,0,0,0,0,0
1,93137.85,13.968,16,2,2,8.476,150.021,1139.266,3,2,4,2,3,3,3,4,0,0,0,1,1,0,1,1,1,1,1,0,0,0
1,15534.13,11.292,13,0,0,14.146,182.468,1531.786,3,2,2,3,5,3,3,4,0,0,1,1,0,1,1,1,0,0,1,0,1,0
