,Tenure,DummyStreamingMovies,DummyStreamingTV,DummyContract,DummyMultiple,DummyTechie,DummyInternetService,DummyDeviceProtection,DummyOnlineBackup,DummyPhone
6546,61.447,1,1,1,0,0,0,1,1,1
2088,3.737,1,1,0,1,1,1,0,0,1
7279,69.888,1,0,1,1,0,0,0,0,1
2313,7.368,1,0,0,0,0,0,1,0,1
3808,7.616,1,0,0,1,0,0,0,1,1
6557,70.318,0,0,0,1,0,1,0,0,1
4924,7.704,1,0,0,1,0,0,0,0,1
919,5.452,0,1,0,1,0,0,0,1,1
2579,18.329,1,0,0,0,0,0,0,1,1
3619,3.027,1,1,0,0,0,0,1,0,0
6023,62.941,0,0,0,1,0,0,0,0,1
5723,61.059,0,0,1,1,0,1,0,0,1
7087,63.645,0,1,0,1,0,0,1,1,1
4402,2.637,1,0,0,1,0,1,0,0,1
9372,37.235,0,1,0,0,0,1,1,1,1
3784,9.346,1,1,1,0,1,0,1,0,1
1249,2.938,0,0,0,1,0,1,0,1,1
7638,62.704,1,1,0,0,1,0,0,0,1
2850,4.46,1,1,0,1,0,0,0,0,1
2660,4.245,1,0,0,0,0,1,0,0,1
6801,56.84,1,0,0,1,0,0,1,0,1
9568,51.623,0,0,0,0,0,1,0,1,1
6641,69.535,1,0,0,0,0,1,0,1,1
5708,55.696,1,1,0,1,0,0,0,0,1
3794,2.003,1,1,0,0,0,1,1,0,1
6595,56.465,0,1,0,0,1,0,0,0,1
3022,13.909,0,0,0,0,0,0,1,0,1
7036,60.888,1,1,0,0,0,0,0,1,1
3745,15.491,0,1,0,1,0,0,0,1,1
7548,41.564,1,1,0,0,0,1,0,1,1
2236,4.971,1,1,1,0,0,0,1,1,1
710,5.567,1,0,0,0,1,0,0,1,1
3999,2.367,1,1,0,0,0,1,0,0,1
9426,43.407,0,0,0,0,0,0,0,1,1
8414,53.866,1,1,0,1,0,1,0,0,1
1129,9.067,0,0,0,1,0,0,1,1,0
5433,68.65,0,1,0,0,0,0,0,0,1
3566,19.95,0,0,0,1,0,1,1,1,1
8015,50.989,1,1,0,0,1,0,0,1,1
6720,66.609,1,1,1,1,0,0,1,0,0
8917,42.078,0,0,1,0,0,1,1,0,1
9068,51.708,1,1,1,1,0,1,1,0,0
2950,7.514,1,0,1,0,0,0,0,1,0
1012,7.853,0,1,0,0,0,0,0,1,1
841,17.716,1,0,0,0,0,1,0,0,1
5721,54.671,0,0,0,1,0,1,0,1,0
9430,69.708,0,1,0,0,0,1,1,0,1
2112,4.253,1,1,0,0,0,1,0,1,1
5882,46.554,1,1,0,0,1,1,0,0,1
7485,59.166,0,1,0,1,0,1,1,1,1
4513,7.685,0,0,0,0,0,0,0,0,1
6866,65.553,0,1,0,0,0,1,1,0,1
5683,47.553,0,1,0,1,0,1,0,0,1
3163,4.54,0,0,0,1,0,1,1,0,1
1441,1.55,0,1,0,0,0,1,1,0,1
1613,21.204,1,1,0,0,0,0,0,1,1
5699,67.405,0,1,1,0,0,0,1,0,1
9985,48.245,1,1,0,0,1,1,0,1,1
4870,6.75,0,0,0,0,1,0,1,0,1
5775,65.708,1,1,0,1,0,1,0,1,1
3866,14.839,0,1,0,0,0,0,1,0,1
3450,4.166,1,1,0,1,0,1,0,1,1
316,2.462,1,0,0,1,0,1,1,0,1
7972,62.713,0,1,0,1,0,0,0,0,1
2997,10.243,0,1,1,1,0,0,0,1,1
3145,7.713,1,0,0,1,0,0,0,0,1
879,13.01,1,0,0,1,0,1,0,0,1
3678,2.976,0,1,0,1,0,1,1,1,1
8426,48.763,1,0,0,0,0,0,0,0,1
330,9.734,1,1,0,0,0,0,1,0,1
4893,4.485,0,0,0,0,0,0,0,0,1
1673,6.55,1,0,0,1,1,1,1,0,1
7114,70.411,1,1,0,1,0,1,0,0,1
3578,8.444,1,1,0,0,0,1,0,0,1
1498,4.955,1,1,0,0,0,1,1,0,1
4128,8.895,1,1,0,0,0,0,1,0,1
6322,67.096,1,1,1,0,0,0,0,1,1
6054,61.437,0,1,0,0,0,1,0,1,1
6858,59.428,1,1,1,0,1,0,1,1,0
8419,55.625,0,0,0,0,0,0,0,0,1
6318,68.184,0,1,0,0,0,0,0,1,1
9021,70.494,0,1,0,0,0,0,1,0,1
1438,7.989,1,0,0,0,0,0,0,1,1
1981,26.68,0,1,0,0,0,1,1,0,1
1407,17.012,1,1,0,1,0,0,0,0,1
9085,64.714,1,1,0,0,0,0,1,0,1
4759,3.2,1,1,0,0,1,1,0,0,1
1010,3.976,0,0,0,1,1,1,1,1,1
1333,16.532,1,0,0,0,0,1,0,0,1
5237,50.098,0,1,0,1,0,1,1,1,1
7991,63.202,1,0,0,0,0,0,1,1,1
3336,5.881,0,0,1,0,0,0,1,0,1
2049,13.376,1,1,0,0,0,1,0,1,1
1848,1.36,0,1,0,1,1,1,1,1,1
5846,69.096,0,1,0,1,1,0,1,0,1
9940,50.143,1,1,1,0,0,0,0,1,1
8875,58.562,0,1,0,1,0,1,1,1,1
3768,11.71,0,1,0,0,1,0,1,0,1
2925,10.767,1,0,0,1,1,1,1,0,1
5028,64.715,1,0,0,0,0,1,1,1,1
3128,6.211,1,1,0,0,0,0,0,1,1
7216,51.085,1,0,0,0,0,0,0,1,1
5704,63.062,0,0,0,0,0,1,1,0,1
9125,64.032,1,1,1,1,0,1,1,0,0
5845,59.216,0,0,0,0,0,0,1,1,1
2788,6.487,0,0,1,0,0,0,0,1,1
9172,66.279,0,1,0,1,0,0,0,0,1
3683,20.344,0,1,1,0,1,0,1,0,1
5663,68.768,0,0,0,1,0,0,0,0,1
5236,59.594,1,0,0,1,0,0,0,1,1
8822,71.08,1,1,1,1,1,0,1,0,1
9289,51.749,1,1,1,0,0,0,0,1,1
7267,68.722,0,0,0,0,1,0,0,0,1
8278,59.283,0,1,0,0,0,1,1,1,1
2107,8.183,0,1,0,1,0,0,1,1,1
4542,3.114,1,1,1,0,0,0,1,1,1
9656,69.342,1,1,0,0,0,0,0,0,1
4868,2.237,0,0,0,0,0,0,1,1,1
9137,69.853,0,1,0,1,0,0,1,0,1
7768,68.67,0,1,0,1,0,0,0,0,1
5629,54.29,1,0,0,1,0,0,1,0,1
1427,4.673,1,0,0,0,0,0,0,0,1
6066,71.725,0,0,0,1,0,1,1,1,0
3440,4.638,1,0,0,1,0,1,1,0,1
4527,15.549,0,1,1,1,0,1,1,1,1
6436,70.045,0,0,1,0,1,0,1,1,1
2922,2.598,0,0,0,0,0,0,0,1,0
9797,45.442,0,1,0,1,0,1,0,0,1
5900,71.828,0,1,0,0,1,1,0,1,1
7242,70.498,0,0,0,1,0,0,0,0,1
749,22.399,1,0,0,0,0,1,0,1,1
6183,70.671,1,1,0,0,1,0,1,1,1
83,14.348,0,0,0,0,0,0,1,0,1
9670,57.204,0,0,0,0,1,0,1,1,1
5622,66.052,1,1,0,1,0,0,0,1,1
4224,14.914,0,1,0,1,0,0,0,1,1
2523,5.143,1,1,1,1,0,0,1,0,1
7571,60.442,1,0,0,1,0,0,0,0,0
1431,15.985,1,0,0,0,0,1,0,1,1
1852,10.531,0,0,0,0,0,1,1,1,1
9863,67.163,0,1,0,0,0,0,0,0,1
6047,52.428,1,0,1,0,0,1,0,0,1
4307,19.953,0,1,0,0,0,0,0,1,1
4500,7.522,0,1,0,1,1,1,0,1,1
522,9.709,0,0,0,1,0,1,0,0,1
5641,61.091,0,0,0,1,0,0,0,1,1
9390,67.955,0,1,0,0,0,1,1,1,1
2295,14.786,1,1,0,0,1,0,0,1,1
5851,63.67,0,1,0,0,0,1,0,1,1
1301,16.918,0,1,0,0,0,0,0,1,1
111,6.578,1,0,1,1,0,1,1,0,1
8294,55.718,1,0,1,1,0,0,0,1,1
1371,15.267,1,0,0,1,0,1,1,0,1
7384,71.116,0,0,0,0,0,0,0,1,1
8224,50.313,0,1,0,1,0,1,0,0,1
9637,51.848,0,0,1,1,0,1,0,1,1
6807,67.262,0,1,0,1,1,0,1,1,1
5803,66.998,0,0,0,1,1,1,1,1,1
4726,12.298,0,1,0,1,0,1,1,0,1
3012,7.013,1,0,1,1,0,1,0,0,1
9968,56.059,1,1,0,0,0,0,1,0,1
856,7.455,1,0,0,1,1,0,0,1,1
3321,24.262,0,0,1,1,1,1,0,0,1
6284,64.804,0,1,0,1,0,0,0,1,1
2183,21.584,1,0,0,1,0,1,0,1,1
469,8.002,0,1,0,0,0,0,0,1,1
3146,6.566,0,0,0,1,1,1,1,1,1
9391,66.831,1,1,0,1,0,1,0,0,0
8595,65.126,1,1,1,0,0,0,1,0,1
8647,47.291,1,0,0,1,0,1,1,1,0
9967,68.813,1,1,0,0,0,0,0,1,1
5528,68.857,0,0,0,1,1,0,0,0,1
4844,2.781,0,0,0,1,0,0,1,0,1
2030,3.435,0,1,1,1,0,1,0,0,1
4767,2.007,1,1,0,1,1,1,1,0,1
6484,70.222,0,1,0,1,1,1,1,1,1
9749,71.581,0,0,0,1,0,0,0,1,1
6336,63.131,0,1,0,1,0,1,0,1,1
3401,7.832,0,1,1,0,0,0,0,1,0
6984,66.763,0,0,1,1,0,0,1,1,1
8270,54.878,0,1,1,0,0,0,1,1,1
4708,9.875,0,0,0,0,0,0,1,0,1
6316,44.656,1,0,0,0,0,0,1,1,1
353,7.826,0,1,0,0,0,1,1,0,1
7860,56.5,1,1,0,0,1,0,1,1,1
107,13.087,0,1,0,1,0,0,0,1,1
9147,71.581,1,0,0,1,0,0,0,0,1
3551,9.498,1,1,0,0,0,1,0,0,1
5732,63.019,0,1,0,0,1,0,0,1,0
7690,69.336,0,0,0,1,0,1,0,0,1
4216,5.527,1,0,0,0,0,1,1,0,1
3469,27.123,1,0,1,0,0,1,0,0,1
8538,68.65,1,1,0,0,0,1,1,0,1
4460,2.546,0,0,1,1,0,0,0,0,1
3533,12.007,1,1,1,1,1,0,0,1,1
8,8.221,0,0,0,0,0,0,0,1,1
1644,10.012,1,1,1,1,0,1,1,1,1
9903,66.461,0,0,0,0,0,0,0,0,1
872,2.704,0,1,0,0,0,0,0,0,1
4994,14.677,0,1,0,1,0,0,1,0,1
3073,9.858,0,1,1,0,0,1,0,1,1
2673,16.585,1,0,0,1,0,0,0,1,1
4119,6.581,0,1,0,1,0,0,0,0,1
6027,46.809,0,0,0,1,0,1,0,0,1
2752,9.151,1,1,0,0,0,1,0,1,1
8171,40.735,0,1,1,0,0,0,0,1,1
8428,47.525,0,1,1,0,1,0,1,0,1
8593,56.703,1,1,1,1,0,1,1,1,1
8664,69.68,1,1,0,0,0,0,0,0,1
7739,63.073,0,0,0,0,1,1,1,1,1
4045,2.343,0,1,0,1,0,1,0,1,1
9010,62.423,1,0,0,0,0,1,0,1,1
628,3.905,1,0,0,0,0,1,1,1,1
7569,70.632,1,0,0,0,0,1,0,0,1
7303,49.263,0,0,0,0,0,0,0,1,1
7492,53.071,0,0,0,1,0,1,0,0,1
3642,2.149,0,1,0,0,0,0,1,0,1
5421,45.542,1,0,0,0,0,1,1,1,0
2748,8.295,1,1,1,0,0,1,0,1,1
9376,42.75,0,0,1,0,0,0,0,1,0
6099,54.601,1,0,0,0,0,0,0,1,1
9840,67.696,0,0,0,0,0,0,1,1,1
1524,2.314,1,0,0,1,1,1,1,0,0
9527,64.69,0,1,0,1,1,1,1,0,1
8161,65.291,0,1,1,1,0,0,0,0,1
9248,67.612,0,0,0,0,1,0,1,1,1
5097,62.618,1,0,1,0,0,0,0,0,1
8585,48.733,1,0,0,1,0,0,0,0,1
7958,62.775,1,0,0,1,0,0,1,1,1
6063,67.091,1,1,1,1,0,0,1,0,1
4332,5.112,0,0,0,1,1,0,1,1,1
7178,57.622,0,1,0,1,0,0,0,0,1
8752,47.465,0,1,0,0,0,0,0,0,1
8446,67.112,1,0,1,0,0,1,1,0,1
2235,18.53,1,1,0,0,1,1,0,0,1
55,13.987,0,1,0,0,0,0,1,0,1
1261,14.967,1,0,0,0,0,0,1,0,1
2327,2.497,1,1,0,1,0,0,0,0,1
340,5.69,1,1,0,0,0,1,1,1,1
5226,68.37,1,0,1,0,1,1,0,1,1
8484,60.263,1,0,0,0,1,1,0,1,0
3826,17.788,1,0,0,1,1,0,0,0,1
9757,69.486,1,1,0,1,0,1,0,1,1
9936,52.078,0,0,1,0,0,0,0,1,0
5823,68.077,1,0,0,0,0,1,0,0,1
3534,17.356,1,0,0,1,0,0,0,0,1
1325,4.445,1,1,0,0,1,1,0,1,1
8325,67.024,0,0,1,1,1,0,0,0,1
6396,48.522,0,0,0,0,0,0,0,1,1
482,5.71,0,1,1,0,0,1,1,1,1
1279,2.705,1,1,0,0,0,0,1,0,1
6559,63.294,1,1,0,1,1,0,0,0,1
475,5.373,0,1,0,0,0,0,1,0,1
9973,64.613,0,1,0,1,0,1,0,1,1
1810,1.848,0,0,0,1,0,0,1,1,1
3650,12.389,0,1,0,0,0,0,1,1,1
7765,61.495,0,1,1,0,0,0,1,0,1
2969,12.787,0,0,0,0,0,0,1,0,1
671,7.279,1,0,0,1,0,0,1,0,1
7052,69.879,0,0,0,0,0,1,1,0,1
8319,66.447,1,0,0,0,0,1,0,1,1
8052,68.907,0,1,0,1,0,0,1,1,1
187,1.875,1,0,0,0,0,0,1,1,1
9207,53.016,0,1,1,0,0,0,1,0,1
8227,52.87,1,0,1,1,0,0,1,1,1
5573,52.981,0,1,1,1,1,1,1,1,1
6228,66.86,1,1,1,1,0,0,0,0,1
1128,6.19,0,0,0,1,0,1,0,0,1
2471,10.087,1,0,1,0,0,0,0,0,1
5898,61.254,1,1,0,1,0,0,0,1,1
7353,58.503,0,0,0,0,0,0,0,1,1
7083,66.859,1,1,1,0,0,1,0,1,1
5608,39.615,1,1,0,0,0,0,0,0,1
4691,8.675,1,1,0,0,0,0,0,0,1
9144,68.98,1,0,0,1,0,0,0,1,1
1204,9.028,0,0,0,0,0,0,1,0,1
8856,69.747,1,1,1,1,0,0,0,1,1
236,25.863,1,1,0,1,0,0,1,1,1
7965,39.525,0,0,1,1,0,0,0,0,1
9630,64.005,0,0,1,0,0,1,0,0,1
3520,13.214,0,1,1,1,0,0,0,0,1
7763,66.808,1,0,0,1,0,1,0,0,1
3523,3.084,0,0,0,1,0,1,0,0,1
6765,66.365,0,0,1,0,0,1,0,0,1
7415,51.589,1,1,0,0,0,0,0,0,0
122,10.047,0,0,0,0,1,0,0,1,1
8934,56.841,1,1,1,0,1,0,0,1,1
1444,7.35,0,0,0,1,1,0,0,0,0
1928,20.008,0,0,1,1,0,0,1,1,1
6528,54.884,1,1,0,1,0,1,0,0,1
3238,10.343,0,0,0,0,1,0,1,0,1
468,20.041,0,1,0,0,0,0,1,0,1
4390,1.925,1,0,0,1,1,0,1,1,1
7306,48.391,1,0,0,0,0,1,1,0,1
6776,60.179,0,0,0,1,0,1,1,1,1
3780,4.297,1,1,0,0,0,0,1,0,1
418,4.925,1,0,0,1,0,1,1,0,1
3257,10.478,1,0,0,1,0,0,0,0,1
1702,2.758,0,0,0,0,0,1,1,0,1
4914,11.406,0,1,0,0,1,0,1,0,1
8566,60.551,0,1,1,0,0,1,1,0,1
950,2.253,0,0,1,1,0,0,0,1,1
9500,70.413,0,1,0,0,0,1,0,1,0
5960,56.126,0,0,0,0,0,1,0,1,1
9315,67.014,1,0,0,0,1,0,0,1,1
909,6.992,0,1,0,1,1,1,1,0,1
9198,52.997,0,1,0,0,1,0,0,0,1
9667,68.733,0,0,0,0,0,0,0,0,1
2265,10.779,1,1,0,1,0,1,0,1,1
7522,43.918,0,0,0,0,0,0,1,0,0
3041,3.519,1,1,0,0,1,1,0,0,1
9718,47.74,1,0,1,0,0,0,1,1,1
8514,49.806,0,0,1,1,1,1,1,0,1
5532,58.526,1,0,1,0,0,1,1,1,1
9990,63.634,0,1,0,1,0,1,0,1,1
6798,54.478,0,1,1,0,0,0,1,0,1
9331,53.999,0,0,0,1,0,0,1,1,1
1137,4.255,0,0,0,1,1,0,1,0,1
2823,3.852,1,0,1,1,0,0,0,0,1
4088,7.128,1,0,1,0,0,0,0,0,1
9413,56.217,0,0,0,0,0,0,0,1,1
7330,47.289,0,1,0,1,0,0,1,0,1
8243,69.137,1,1,0,1,1,1,1,1,1
4630,6.974,0,0,1,0,0,0,0,1,1
4917,4.614,1,1,0,0,0,0,0,1,1
5944,69.288,1,1,0,0,0,0,0,0,1
5667,52.15,0,1,1,0,0,0,1,0,1
9177,49.194,0,0,0,1,0,0,1,0,1
7769,62.031,1,1,1,0,1,1,1,1,1
3525,2.293,0,0,0,0,0,1,1,0,1
2374,23.162,0,1,0,0,1,0,1,0,1
1417,23.442,0,0,0,0,0,1,0,0,1
5659,66.222,0,0,1,1,0,0,0,0,1
4271,2.338,1,1,0,0,0,1,0,0,1
1065,4.187,0,0,0,1,0,1,0,0,1
7397,46.63,0,1,0,0,1,1,0,0,1
9164,69.625,0,1,1,0,0,0,0,0,1
9638,68.37,1,1,0,1,0,0,1,1,1
7831,47.82,0,1,0,0,0,1,1,1,1
7816,49.751,0,0,0,1,0,0,0,1,1
9533,63.759,0,1,0,0,0,0,1,0,1
8370,66.207,1,1,0,1,0,0,1,0,1
8999,64.619,0,1,0,0,0,0,0,1,1
4367,11.868,1,1,0,0,0,1,0,1,1
1542,11.713,0,0,1,1,0,1,1,0,1
216,11.946,0,0,0,1,0,0,0,0,1
5529,70.634,0,0,1,0,0,1,0,1,0
8341,40.785,0,0,0,1,0,1,0,0,1
8317,44.216,1,1,0,1,0,1,0,1,0
7835,58.12,1,1,0,1,0,1,0,0,0
8634,70.909,0,1,1,0,0,1,0,0,1
3443,4.194,0,0,1,0,0,0,1,1,1
4065,20.85,1,1,0,1,0,1,0,0,1
630,5.142,1,0,0,0,0,1,1,1,0
3003,5.944,0,1,0,1,0,0,1,0,1
3622,15.378,1,0,0,1,1,0,0,1,1
5005,38.7,0,1,1,1,0,0,0,0,1
9497,55.818,0,1,0,1,0,1,0,1,1
6021,66.784,0,1,1,0,0,0,1,1,1
903,13.178,0,0,0,1,0,1,0,0,1
4749,10.277,0,0,0,0,0,0,0,0,1
3693,1.867,1,0,0,0,1,0,0,1,1
9288,55.017,1,0,0,1,0,0,0,0,1
1842,12.245,0,0,0,0,0,0,0,0,1
6723,62.208,0,0,0,1,0,0,1,0,1
4309,7.294,0,0,0,1,0,0,0,1,1
6118,63.413,1,1,0,1,0,0,1,1,1
64,9.635,1,0,0,0,1,0,1,0,1
2066,22.38,0,1,0,1,0,1,0,0,1
7037,43.16,1,0,1,0,0,0,0,1,1
8709,63.569,1,1,0,0,1,1,1,0,1
1505,17.644,0,0,0,0,0,1,0,0,1
9966,61.282,1,0,0,1,0,0,0,1,1
4312,15.052,0,0,0,0,0,1,0,1,1
6241,49.352,0,0,0,0,0,0,1,1,1
4926,17.617,0,1,1,1,0,0,0,1,1
9441,60.479,1,0,0,1,0,0,1,0,1
5288,65.669,0,0,0,1,0,1,1,0,1
8967,69.59,0,1,0,0,0,1,0,0,1
9959,43.477,0,1,0,0,0,1,0,1,1
97,12.976,0,1,0,0,0,1,1,1,1
1894,4.511,0,1,0,1,0,0,0,0,1
5415,66.041,1,1,1,0,0,1,0,0,1
3464,5.1,0,0,0,0,1,0,0,0,1
8536,69.649,0,1,0,0,0,0,0,1,0
3772,6.865,1,0,0,1,0,0,0,0,1
460,9.462,1,1,0,1,0,1,0,0,1
2007,1.261,1,1,0,0,0,0,1,1,0
7716,66.2,0,0,1,0,1,1,1,0,1
3183,9.363,1,0,1,0,0,0,1,0,1
267,11.041,1,1,0,0,0,0,0,0,1
5408,67.64,0,0,1,1,1,0,1,1,1
2873,6.896,1,0,0,0,0,0,1,0,1
2971,1.45,1,0,0,0,0,0,1,1,1
1521,1.198,0,0,0,0,0,1,0,0,1
679,19.508,0,0,0,0,1,1,0,0,1
817,12.009,1,0,0,0,0,0,1,1,1
4838,2.43,0,0,0,0,0,0,1,1,1
7104,66.379,1,0,0,0,0,0,0,0,1
6512,62.055,0,0,0,1,0,0,0,1,1
5178,65.825,1,1,0,0,0,1,0,1,0
35,5.479,0,0,0,1,0,0,0,1,1
5399,57.568,0,0,0,1,0,0,1,0,0
8077,70.686,0,0,0,1,0,1,0,0,1
1291,7.01,0,0,0,1,0,1,0,1,1
1,1.157,1,1,0,1,1,1,0,0,1
2399,15.075,0,0,0,1,0,1,1,0,1
4584,5.933,0,1,0,1,0,1,0,0,1
1752,13.848,1,0,1,0,1,0,1,1,1
7143,71.314,1,1,1,0,1,0,1,0,1
2761,2.21,0,1,1,1,0,1,1,1,1
7639,65.258,1,0,0,0,0,0,0,0,1
2719,6.472,1,0,0,1,1,0,1,1,1
6906,38.568,1,1,0,1,0,0,0,0,1
8499,53.911,0,0,0,0,0,1,0,1,1
8562,62.773,0,0,1,0,0,0,1,1,1
9987,54.545,1,1,0,1,0,0,1,0,1
5199,54.695,1,1,1,0,0,0,1,0,0
4657,7.019,1,0,0,0,0,1,1,1,1
140,4.133,0,0,1,1,0,1,1,0,1
2014,18.216,0,1,0,1,0,0,1,1,1
3263,1.532,0,0,0,1,0,0,0,0,1
4976,8.93,1,1,0,1,0,1,0,0,1
6748,55.917,1,0,1,0,1,0,0,1,1
1787,5.867,0,0,1,0,0,1,0,0,0
1008,22.115,1,0,1,1,0,0,0,0,1
7668,71.256,1,0,0,1,0,1,0,0,1
7291,61.964,1,1,0,0,0,0,1,1,1
9744,57.136,0,1,0,0,0,0,0,0,1
9649,47.564,1,0,0,1,0,1,0,1,1
1426,10.344,1,0,0,0,0,0,0,1,1
1120,10.925,0,1,0,0,0,0,1,1,1
2369,7.401,1,1,0,1,0,0,0,0,1
9126,58.113,1,1,0,0,1,1,1,0,1
1195,7.629,1,0,1,0,0,0,0,1,0
6503,54.682,1,0,0,0,0,0,0,0,1
5487,59.513,0,1,0,0,0,1,1,0,1
3349,15.451,0,0,0,0,0,0,0,0,1
8621,64.257,1,0,0,1,0,1,0,0,1
5426,61.961,1,1,0,0,0,1,0,0,1
8045,62.086,1,1,0,0,0,0,0,1,1
5026,45.487,1,0,0,0,0,1,1,0,1
4027,14.171,1,0,0,1,0,1,1,1,1
9392,50.677,1,1,1,0,0,0,1,1,1
3274,2.328,1,0,1,1,1,0,1,0,1
5618,63.309,0,1,0,0,0,1,0,0,1
2659,7.901,0,1,0,1,1,1,1,0,1
9547,37.503,0,0,1,1,0,0,1,0,0
6613,65.363,0,1,1,0,0,0,0,1,1
9044,46.076,1,0,0,0,0,0,1,1,1
2218,13.15,0,1,1,1,0,1,1,0,1
6763,62.468,1,1,0,1,0,0,0,0,1
5817,57.781,0,0,1,0,0,1,0,0,1
2541,3.149,1,0,0,0,0,0,0,1,1
5327,52.711,1,0,0,1,0,0,0,0,1
3267,9.416,0,0,0,0,0,1,1,1,1
4492,3.592,0,1,0,0,0,0,0,0,1
9999,63.351,1,0,0,1,0,1,1,1,1
6905,65.267,0,1,0,0,0,1,0,1,1
9429,67.991,1,0,1,1,0,1,1,1,1
3594,12.628,0,1,0,0,0,1,1,0,1
7373,48.257,0,0,0,0,0,1,0,1,1
1535,4.071,1,0,0,1,0,1,1,0,1
8735,71.128,0,0,0,0,0,0,0,1,1
6206,56.737,0,1,0,0,0,1,1,0,1
4022,10.941,0,1,0,1,0,1,1,0,0
1959,10.996,1,0,0,0,1,1,0,0,1
4709,2.323,1,0,0,1,0,0,1,0,1
290,6.254,1,0,1,1,0,0,1,1,1
4629,15.462,1,0,0,1,0,1,0,0,1
990,3.079,1,1,0,0,0,1,1,0,1
5474,66.103,0,1,0,1,0,0,1,1,1
2360,20.142,1,0,0,0,0,1,0,1,0
7687,46.242,1,1,0,0,1,0,1,1,1
2724,1.796,1,1,0,1,0,0,0,1,0
5634,66.745,0,1,0,0,0,0,1,1,1
6636,36.24,1,1,1,0,0,1,1,0,1
5149,63.241,0,1,1,0,0,1,0,1,1
3507,2.857,1,1,0,1,1,0,0,1,1
2665,2.828,1,0,0,1,1,0,1,1,1
2287,5.597,0,1,0,0,0,0,1,1,1
3400,4.939,0,0,0,0,0,1,0,1,1
4746,23.596,0,0,0,0,0,0,1,1,0
9634,71.457,1,0,0,0,0,1,0,1,1
1559,8.25,0,0,1,1,0,0,0,0,1
3379,8.533,0,0,0,0,1,0,0,0,1
2970,6.843,1,0,0,0,0,0,0,0,1
4583,8.851,0,1,0,0,0,0,0,1,1
6430,61.302,1,0,0,1,0,0,0,0,1
5583,63.283,0,1,0,1,0,1,0,1,1
1772,2.694,1,1,0,1,0,1,0,0,1
7852,65.644,0,0,0,0,0,0,1,0,1
2290,6.003,0,1,0,1,0,1,0,1,0
1678,6.525,0,0,0,1,0,1,0,1,0
3398,8.741,0,0,0,0,0,1,1,0,1
4441,1.081,1,1,0,1,0,0,0,1,1
1313,7.442,1,0,0,0,0,1,1,0,1
4495,12.948,0,0,0,1,0,1,0,0,1
7964,63.785,1,0,1,0,0,0,0,1,1
852,4.785,0,1,0,0,0,0,1,0,1
9400,41.176,0,0,0,1,0,0,0,1,1
92,3.273,1,0,1,0,0,1,0,0,1
3381,23.912,0,0,0,0,1,1,0,1,1
7855,65.455,0,0,0,1,0,0,0,0,1
9881,49.274,0,1,0,0,0,1,0,0,1
1450,1.849,0,0,1,1,0,1,0,0,1
8195,66.744,1,0,1,0,0,1,1,1,1
9676,64.281,1,0,0,0,0,0,0,0,1
9780,64.68,1,1,1,1,1,0,1,1,1
2440,7.634,1,0,1,0,0,1,1,1,1
5296,47.774,1,0,0,1,0,0,0,0,1
1490,4.279,0,1,0,1,0,0,0,0,1
2390,2.687,0,0,1,1,1,1,0,1,1
6499,66.389,1,1,0,0,0,1,0,1,1
378,4.802,0,0,0,0,0,1,0,0,1
4677,4.533,1,1,0,0,0,1,1,0,1
4798,7.56,0,1,1,0,1,0,1,0,0
1774,10.245,0,1,0,0,0,1,1,1,1
2469,13.852,0,1,0,1,0,1,0,1,1
7513,67.377,1,0,0,1,0,0,0,1,1
9082,61.278,0,1,1,0,0,0,1,0,1
2743,11.841,0,1,1,0,0,1,0,0,1
4469,4.42,0,1,1,0,0,1,1,0,1
9479,61.292,0,1,0,0,0,1,0,0,1
7471,66.944,0,0,0,0,1,0,1,0,1
8087,60.142,0,1,0,1,0,0,1,0,1
8535,68.112,1,0,0,1,0,0,1,1,1
8173,56.974,0,1,0,1,0,0,1,0,0
5621,60.876,1,1,0,0,0,1,0,0,1
3698,22.523,1,0,0,0,0,0,1,1,1
6280,59.001,1,1,0,1,0,1,0,0,1
1036,14.693,0,0,0,1,0,0,0,0,1
7787,66.032,0,1,1,1,0,1,1,1,1
5377,58.336,0,0,0,1,0,0,0,1,1
5455,52.002,1,0,0,0,1,1,0,1,1
3055,6.968,1,1,0,1,0,0,0,1,1
3513,5.731,0,0,0,0,0,0,1,0,1
4974,11.543,0,0,0,1,0,0,1,0,1
430,13.833,1,0,0,0,0,0,0,0,1
8070,60.242,0,1,0,1,0,1,1,0,1
3243,1.201,0,0,0,0,0,1,1,1,1
2543,4.044,1,1,1,0,0,1,0,1,1
5298,63.775,0,0,0,0,0,1,0,0,1
9250,62.671,1,0,0,0,0,1,0,1,1
9032,61.973,1,0,0,0,0,1,0,0,1
3996,26.065,1,0,0,1,0,0,1,0,1
5457,39.013,0,1,1,0,0,1,0,0,1
1015,3.328,0,0,0,1,0,1,1,0,1
3939,2.142,1,0,0,1,0,0,1,0,1
1757,5.403,0,1,0,1,0,0,0,0,1
3316,4.657,1,1,1,0,0,1,1,1,0
8945,59.639,0,0,1,1,0,0,1,0,1
4933,11.52,0,0,0,1,0,0,1,0,1
5835,64.128,0,1,0,0,0,0,0,1,1
5224,53.095,1,0,0,0,0,0,1,0,1
2102,12.036,0,1,1,0,0,0,0,1,1
9633,71.626,1,0,0,1,0,0,0,1,1
320,3.116,0,0,0,0,0,1,0,0,1
