Customer_id,Partner,Gender,Churn,Contract,InternetService,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,Tenure,MonthlyCharge,Company,Dependents,SeniorCitizen
M867229,No,Male,No,Month-to-month,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,eCheck,66,229.99,WGU,No,Yes
D94567,No,Male,No,Two year,None,Yes,No,No,Yes,No,No,Yes,No,Yes,Autopay,46,127.46,WGU,Yes,No
E614090,No,Female,No,Month-to-month,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,eCheck,38,187.48,WGU,Yes,No
G799295,No,Male,No,Two year,Fiber Optic,Yes,Yes,Yes,No,No,No,Yes,No,No,eCheck,58,172.46,WGU,No,No
P180229,No,Female,No,Month-to-month,DSL,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Autopay,51,232.62,WGU,Yes,Yes
V224057,No,Female,No,Month-to-month,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Check,51,187.48,WGU,Yes,No
M771691,No,Female,No,Month-to-month,None,Yes,No,Yes,No,No,Yes,Yes,No,No,Autopay,52,119.99,WGU,Yes,Yes
U791762,Yes,Male,No,Two year,DSL,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Autopay,65,225.15,WGU,Yes,No
D852754,No,Male,No,Month-to-month,DSL,No,No,Yes,Yes,No,No,No,Yes,Yes,eCheck,60,152.46,WGU,No,Yes
H63784,No,Male,No,Month-to-month,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Autopay,66,172.51,WGU,Yes,No
L340318,No,Male,No,Two year,Fiber Optic,Yes,Yes,No,No,No,No,No,Yes,No,Autopay,54,179.95,WGU,Yes,Yes
H411705,No,Female,No,Month-to-month,Fiber Optic,No,Yes,Yes,No,No,No,No,Yes,Yes,Check,57,182.47,WGU,Yes,Yes
X300719,No,Female,No,Two year,Fiber Optic,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Autopay,67,220.13,WGU,No,No
V234562,Yes,Female,No,Month-to-month,Fiber Optic,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Autopay,63,162.47,WGU,Yes,No
Q292404,No,Male,No,Month-to-month,DSL,Yes,No,Yes,No,No,No,Yes,Yes,No,Autopay,69,190.13,WGU,Yes,No
A595310,No,Female,No,One year,Fiber Optic,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Autopay,48,245.15,WGU,Yes,Yes
S100728,No,Male,Yes,Month-to-month,DSL,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,eCheck,58,255.13,WGU,No,Yes
N279918,No,Female,No,Two year,None,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,eCheck,54,235.19,WGU,Yes,No
A565557,No,Female,No,Month-to-month,DSL,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,eCheck,58,232.62,WGU,No,No
L973953,No,Female,No,Two year,DSL,Yes,Yes,No,Yes,No,Yes,No,Yes,No,eCheck,67,194.95,WGU,Yes,Yes
S34044,No,Female,No,Month-to-month,DSL,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Autopay,51,164.99,WGU,Yes,No
H20147,No,Male,No,One year,DSL,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,eCheck,69,225.13,WGU,Yes,Yes
S641857,No,Male,No,Two year,Fiber Optic,Yes,No,Yes,No,No,No,No,Yes,No,Autopay,60,149.96,WGU,Yes,No
X208149,No,Female,No,Month-to-month,Fiber Optic,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Check,60,222.64,WGU,Yes,No
V875157,No,Male,No,One year,DSL,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Autopay,67,154.96,WGU,Yes,Yes
E353352,No,Female,No,Two year,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,eCheck,53,267.66,WGU,Yes,No
V354163,No,Female,No,Two year,None,Yes,No,No,No,No,Yes,No,No,Yes,eCheck,68,92.49,WGU,Yes,No
S953540,No,Male,No,Month-to-month,None,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Autopay,66,119.99,WGU,No,No
C557593,No,Female,No,Month-to-month,None,Yes,Yes,No,No,No,No,No,No,Yes,Autopay,65,112.48,WGU,Yes,No
D824545,No,Male,No,Month-to-month,DSL,Yes,No,No,Yes,No,No,Yes,Yes,Yes,eCheck,62,210.11,WGU,Yes,No
R120686,No,Male,No,One year,None,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Check,70,172.49,WGU,Yes,Yes
U933787,Yes,Male,No,Month-to-month,Fiber Optic,Yes,Yes,No,Yes,Yes,No,No,No,No,Autopay,66,179.98,WGU,Yes,No
S390179,No,Female,No,One year,None,Yes,No,No,Yes,No,Yes,No,No,Yes,Check,56,114.98,WGU,Yes,No
C948796,No,Female,No,Two year,None,Yes,Yes,No,Yes,No,No,Yes,No,No,Autopay,45,159.96,WGU,Yes,No
Z677194,Yes,Female,No,One year,DSL,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,eCheck,67,255.12,WGU,Yes,Yes
N261701,No,Female,No,One year,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Check,65,167.48,WGU,Yes,Yes
B678171,No,Male,No,Month-to-month,None,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Check,68,185.0,WGU,Yes,No
N520045,No,Female,No,One year,Fiber Optic,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,eCheck,66,194.96,WGU,Yes,No
C256948,No,Female,No,Month-to-month,DSL,Yes,No,No,Yes,No,No,No,No,No,Autopay,66,114.95,WGU,No,No
C289581,No,Male,No,One year,Fiber Optic,Yes,Yes,No,No,No,Yes,No,No,Yes,Autopay,67,157.47,WGU,Yes,Yes
S32311,No,Male,No,Two year,None,Yes,No,No,Yes,No,No,Yes,No,No,eCheck,60,127.46,WGU,Yes,No
D376081,Yes,Female,No,One year,DSL,Yes,No,Yes,No,Yes,No,No,No,Yes,eCheck,44,107.5,WGU,No,Yes
B254351,No,Female,No,Two year,Fiber Optic,Yes,No,No,No,No,Yes,Yes,No,Yes,eCheck,66,149.95,WGU,Yes,Yes
L308059,No,Female,No,Month-to-month,DSL,Yes,No,No,No,Yes,No,No,Yes,No,Check,62,139.96,WGU,Yes,Yes
Q138800,Yes,Female,No,Two year,DSL,Yes,No,No,No,No,Yes,Yes,No,Yes,Autopay,58,129.95,WGU,Yes,No
P946439,No,Female,No,Month-to-month,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Yes,Autopay,57,179.95,WGU,Yes,No
G734993,No,Male,No,Two year,DSL,Yes,No,No,Yes,No,Yes,No,No,Yes,Autopay,58,127.46,WGU,Yes,No
W346752,No,Female,No,Month-to-month,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Autopay,64,275.13,WGU,Yes,Yes
T531107,No,Male,Yes,Month-to-month,None,Yes,No,No,Yes,No,No,Yes,Yes,No,eCheck,40,197.63,WGU,No,No
J804452,No,Male,Yes,Month-to-month,None,Yes,No,Yes,Yes,No,No,Yes,Yes,No,eCheck,52,200.15,WGU,No,Yes
G114456,No,Female,No,Two year,DSL,Yes,No,Yes,No,No,No,Yes,Yes,No,Check,60,190.13,WGU,No,No
U32685,Yes,Male,No,Two year,Fiber Optic,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Autopay,67,240.11,WGU,No,No
X481087,No,Female,No,One year,DSL,Yes,No,No,Yes,No,No,No,No,No,eCheck,53,114.95,WGU,No,Yes
Q704854,No,Male,No,Month-to-month,DSL,Yes,No,No,No,No,Yes,Yes,No,Yes,Autopay,71,129.95,WGU,Yes,No
B883991,Yes,Female,No,Month-to-month,Fiber Optic,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Autopay,60,182.47,WGU,Yes,Yes
L588460,No,Female,Yes,Month-to-month,DSL,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Autopay,50,232.62,WGU,Yes,Yes
I190323,No,Male,No,Two year,DSL,Yes,No,No,No,No,No,Yes,Yes,No,eCheck,63,187.61,WGU,No,Yes
P626190,Yes,Female,No,Month-to-month,Fiber Optic,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,eCheck,47,214.95,WGU,No,No
G313221,Yes,Female,No,Month-to-month,None,Yes,No,Yes,No,No,No,Yes,No,No,Autopay,66,107.48,WGU,Yes,No
Z286932,No,Female,No,Month-to-month,Fiber Optic,Yes,No,No,Yes,Yes,Yes,No,No,Yes,eCheck,60,159.98,WGU,Yes,No
B29049,No,Female,No,One year,None,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Check,55,182.48,WGU,Yes,No
W660567,No,Male,No,Month-to-month,Fiber Optic,Yes,Yes,Yes,No,No,No,No,No,No,Autopay,70,147.48,WGU,Yes,Yes
R350576,No,Female,No,Month-to-month,DSL,Yes,No,No,Yes,No,No,No,Yes,Yes,Check,58,149.94,WGU,Yes,No
R590022,No,Female,No,One year,DSL,Yes,Yes,No,No,No,Yes,No,Yes,Yes,eCheck,71,172.46,WGU,Yes,No
P733036,No,Female,No,One year,None,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Check,48,169.97,WGU,Yes,Yes
D175468,No,Female,No,Month-to-month,Fiber Optic,Yes,No,Yes,No,No,No,Yes,Yes,No,Autopay,68,210.13,WGU,Yes,No
S450861,Yes,Male,Yes,Month-to-month,Fiber Optic,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Autopay,61,232.62,WGU,Yes,Yes
I42773,No,Nonbinary,No,Two year,DSL,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Check,65,164.97,WGU,No,No
D994982,No,Female,No,One year,Fiber Optic,Yes,No,No,No,No,No,No,No,Yes,Autopay,63,112.46,WGU,Yes,Yes
T865307,No,Female,Yes,Month-to-month,Fiber Optic,No,No,Yes,No,Yes,No,Yes,No,Yes,Autopay,42,152.48,WGU,Yes,No
L690004,No,Female,No,One year,Fiber Optic,Yes,Yes,Yes,Yes,No,No,No,No,No,eCheck,65,169.97,WGU,Yes,Yes
H185700,No,Male,No,One year,None,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Autopay,60,165.02,WGU,Yes,No
K930656,No,Female,No,Month-to-month,Fiber Optic,Yes,Yes,No,Yes,Yes,No,No,No,No,eCheck,47,179.98,WGU,No,Yes
U280332,Yes,Female,No,Month-to-month,None,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Autopay,68,152.5,WGU,No,No
K817263,No,Male,No,Month-to-month,Fiber Optic,Yes,No,No,No,No,No,Yes,No,Yes,eCheck,39,137.44,WGU,Yes,No
B789652,No,Male,No,One year,Fiber Optic,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Autopay,64,240.11,WGU,No,No
N73923,No,Male,No,One year,None,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Autopay,50,172.47,WGU,Yes,No
B831451,No,Female,No,One year,DSL,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Check,60,149.97,WGU,No,No
Q557106,Yes,Male,No,One year,Fiber Optic,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Autopay,67,265.13,WGU,Yes,Yes
S993555,No,Male,No,Two year,None,Yes,No,Yes,Yes,No,Yes,No,Yes,No,eCheck,48,152.49,WGU,Yes,No
T913039,No,Female,No,One year,Fiber Optic,No,No,Yes,No,Yes,No,No,No,Yes,Autopay,70,127.5,WGU,Yes,Yes
Z687799,No,Male,No,Month-to-month,Fiber Optic,Yes,Yes,Yes,No,No,No,Yes,No,Yes,eCheck,47,172.46,WGU,Yes,No
T206287,No,Female,No,Month-to-month,DSL,Yes,No,No,No,No,Yes,Yes,No,Yes,Autopay,65,129.95,WGU,Yes,Yes
I38187,No,Male,No,Two year,DSL,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,eCheck,39,187.48,WGU,Yes,No
L289503,Yes,Male,No,Two year,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Yes,No,No,eCheck,66,204.96,WGU,Yes,Yes
Q608767,No,Female,No,Month-to-month,DSL,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,eCheck,58,247.66,WGU,Yes,Yes
R789763,No,Male,No,One year,DSL,Yes,No,No,No,No,No,Yes,No,No,Check,68,117.44,WGU,Yes,No
O383684,No,Female,No,Month-to-month,DSL,Yes,No,No,No,Yes,No,Yes,No,No,eCheck,61,129.96,WGU,Yes,No
I31880,No,Male,No,Two year,DSL,Yes,Yes,No,No,No,No,No,Yes,No,Autopay,59,159.95,WGU,No,Yes
C182772,No,Male,No,Month-to-month,None,No,No,No,No,No,Yes,Yes,No,Yes,Autopay,55,117.47,WGU,No,No
S534757,No,Male,No,Two year,Fiber Optic,Yes,Yes,Yes,No,Yes,No,No,Yes,No,eCheck,67,194.99,WGU,No,Yes
L838387,No,Female,No,Month-to-month,Fiber Optic,Yes,Yes,Yes,No,No,No,No,No,No,eCheck,59,147.48,WGU,Yes,No
S693485,No,Female,No,One year,Fiber Optic,Yes,Yes,No,No,No,Yes,Yes,No,Yes,eCheck,62,182.45,WGU,Yes,Yes
Y652986,No,Female,No,One year,None,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Autopay,69,162.53,WGU,Yes,No
E748050,No,Female,No,Month-to-month,None,Yes,No,No,Yes,No,No,No,Yes,No,Autopay,68,137.46,WGU,Yes,Yes
X758247,No,Male,No,Month-to-month,None,Yes,No,No,No,No,No,Yes,Yes,Yes,eCheck,69,175.13,WGU,Yes,Yes
I593263,No,Male,No,Two year,Fiber Optic,Yes,No,No,Yes,No,No,Yes,No,Yes,eCheck,53,159.93,WGU,Yes,Yes
P341958,No,Female,No,One year,Fiber Optic,Yes,No,No,No,No,Yes,No,No,No,Autopay,60,124.96,WGU,No,Yes
M295603,No,Male,No,Month-to-month,Fiber Optic,Yes,No,No,No,No,No,No,No,No,Autopay,53,112.46,WGU,Yes,No
V91325,No,Female,No,Month-to-month,Fiber Optic,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,eCheck,57,265.13,WGU,Yes,Yes
X267385,Yes,Female,No,Month-to-month,Fiber Optic,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Check,63,242.63,WGU,Yes,Yes
K952325,Yes,Male,No,Two year,DSL,Yes,Yes,No,No,No,Yes,Yes,No,No,eCheck,64,162.45,WGU,Yes,Yes
N409898,No,Female,No,Two year,Fiber Optic,Yes,Yes,No,No,No,No,Yes,Yes,No,eCheck,50,240.11,WGU,Yes,No
I650273,No,Female,No,Month-to-month,Fiber Optic,Yes,No,No,No,No,No,Yes,No,No,Autopay,58,137.44,WGU,Yes,No
N127495,No,Male,No,Month-to-month,Fiber Optic,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Check,70,245.15,WGU,Yes,Yes
B242016,No,Male,No,Month-to-month,Fiber Optic,Yes,No,No,No,No,Yes,Yes,No,Yes,Autopay,69,149.95,WGU,Yes,Yes
K810820,No,Female,No,Two year,None,Yes,No,Yes,No,No,No,No,Yes,Yes,Autopay,70,117.48,WGU,Yes,Yes
R825099,Yes,Female,No,Month-to-month,Fiber Optic,Yes,No,No,Yes,No,No,Yes,Yes,No,Autopay,64,230.11,WGU,Yes,No
Y341313,No,Female,No,One year,DSL,Yes,No,No,No,No,No,Yes,Yes,No,eCheck,41,187.61,WGU,Yes,No
I761396,No,Female,No,Month-to-month,Fiber Optic,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Autopay,68,204.96,WGU,Yes,No
K613908,No,Female,No,Month-to-month,None,No,No,No,No,No,Yes,Yes,Yes,Yes,eCheck,61,187.64,WGU,Yes,No
L927632,Yes,Female,No,Month-to-month,Fiber Optic,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Autopay,55,242.61,WGU,Yes,No
G616093,No,Male,No,Month-to-month,Fiber Optic,No,Yes,No,No,No,No,Yes,Yes,No,Check,71,240.11,WGU,Yes,Yes
A273212,No,Female,No,Month-to-month,Fiber Optic,Yes,No,No,No,Yes,No,Yes,No,Yes,Autopay,71,149.96,WGU,Yes,No
I496795,No,Female,No,Month-to-month,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Check,71,172.51,WGU,Yes,No
U795376,No,Male,No,Month-to-month,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Autopay,67,207.48,WGU,Yes,Yes
T895288,No,Female,No,One year,Fiber Optic,Yes,No,No,No,Yes,No,Yes,No,Yes,Autopay,63,149.96,WGU,Yes,Yes
R12402,No,Female,No,One year,None,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Check,49,165.02,WGU,Yes,Yes
G73603,Yes,Female,No,Month-to-month,Fiber Optic,Yes,No,No,No,No,Yes,Yes,No,Yes,Check,55,149.95,WGU,No,No
B836957,Yes,Male,No,Month-to-month,Fiber Optic,Yes,No,No,Yes,Yes,Yes,No,No,No,Autopay,71,159.98,WGU,Yes,No
E557858,No,Female,No,One year,Fiber Optic,Yes,No,Yes,No,Yes,No,Yes,No,No,Autopay,63,152.48,WGU,Yes,No
E515712,Yes,Female,No,Month-to-month,DSL,No,No,No,No,No,Yes,Yes,No,No,eCheck,65,129.95,WGU,Yes,No
A940663,No,Male,No,One year,None,Yes,Yes,No,No,No,No,Yes,No,No,Autopay,71,137.47,WGU,No,No
G336446,No,Female,No,One year,DSL,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Autopay,44,242.61,WGU,Yes,No
U386699,No,Female,No,One year,DSL,Yes,No,No,No,No,Yes,Yes,Yes,No,eCheck,60,200.12,WGU,Yes,No
V21751,No,Female,No,One year,DSL,Yes,No,Yes,Yes,No,No,No,Yes,No,Autopay,60,152.46,WGU,Yes,No
D996350,No,Male,No,Month-to-month,Fiber Optic,Yes,Yes,No,No,No,No,Yes,No,Yes,Check,65,169.94,WGU,Yes,Yes
Z999359,No,Female,No,Month-to-month,DSL,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Check,65,212.64,WGU,No,Yes
J610196,No,Female,No,Month-to-month,None,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Check,53,182.49,WGU,Yes,No
S769950,No,Female,No,Two year,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,No,Yes,eCheck,54,162.47,WGU,No,No
B143750,Yes,Female,No,One year,DSL,Yes,No,No,No,No,No,No,No,No,Autopay,69,92.46,WGU,Yes,Yes
D836032,No,Male,No,Month-to-month,None,Yes,No,No,No,No,No,No,No,Yes,Autopay,43,79.98,WGU,Yes,No
D290234,Yes,Female,No,One year,Fiber Optic,Yes,No,No,Yes,No,No,No,No,Yes,Autopay,69,134.95,WGU,Yes,Yes
D780864,No,Female,No,Month-to-month,Fiber Optic,No,No,No,Yes,No,No,Yes,Yes,Yes,Check,70,230.11,WGU,Yes,Yes
N286764,Yes,Male,No,Month-to-month,Fiber Optic,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Autopay,55,242.61,WGU,Yes,No
Q941225,Yes,Female,No,One year,Fiber Optic,Yes,No,Yes,Yes,No,No,No,Yes,No,eCheck,59,172.46,WGU,No,No
F371335,Yes,Male,No,Two year,Fiber Optic,Yes,No,No,No,No,No,Yes,No,No,Check,44,137.44,WGU,Yes,Yes
E229160,Yes,Female,No,Month-to-month,DSL,Yes,No,No,Yes,Yes,No,No,Yes,No,eCheck,63,162.46,WGU,No,Yes
F745735,No,Female,No,Month-to-month,DSL,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Autopay,65,202.64,WGU,Yes,Yes
E505445,No,Male,No,Two year,Fiber Optic,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Autopay,69,204.95,WGU,Yes,Yes
C00331,Yes,Male,Yes,Two year,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Autopay,56,267.64,WGU,Yes,No
N07725,No,Male,No,Two year,None,No,No,Yes,Yes,Yes,No,Yes,No,No,Autopay,65,142.5,WGU,Yes,Yes
S467721,Yes,Male,No,Two year,DSL,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Check,64,212.64,WGU,No,Yes
S530763,No,Male,No,Two year,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Autopay,64,257.65,WGU,Yes,No
J821112,No,Female,No,One year,Fiber Optic,Yes,No,No,Yes,Yes,No,No,Yes,No,Check,57,182.46,WGU,No,No
H572927,No,Male,No,Two year,None,Yes,Yes,No,No,No,Yes,Yes,No,No,eCheck,65,149.98,WGU,Yes,Yes
J06852,Yes,Female,No,Two year,DSL,Yes,Yes,No,No,No,Yes,Yes,No,No,Autopay,61,162.45,WGU,Yes,Yes
P261871,No,Male,No,One year,Fiber Optic,Yes,No,Yes,No,No,No,Yes,Yes,Yes,eCheck,57,210.13,WGU,Yes,Yes
I258873,Yes,Male,No,Two year,DSL,Yes,No,No,Yes,Yes,No,No,No,No,Check,70,127.47,WGU,Yes,Yes
Z702346,Yes,Male,No,Month-to-month,DSL,Yes,No,No,No,No,No,Yes,Yes,Yes,Autopay,70,187.61,WGU,No,Yes
K995518,No,Male,No,Two year,Fiber Optic,Yes,No,No,Yes,No,Yes,No,No,Yes,eCheck,56,147.46,WGU,Yes,No
T24419,No,Female,No,Month-to-month,Fiber Optic,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Autopay,46,182.47,WGU,Yes,No
T727607,No,Female,No,Two year,DSL,Yes,No,No,Yes,No,Yes,No,Yes,No,eCheck,68,162.45,WGU,Yes,Yes
B644010,No,Female,No,Month-to-month,Fiber Optic,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Autopay,56,182.45,WGU,Yes,No
A811650,No,Male,No,Month-to-month,Fiber Optic,No,Yes,No,Yes,No,No,No,No,No,Check,69,167.46,WGU,Yes,No
V645531,Yes,Male,No,Two year,DSL,Yes,No,No,Yes,No,Yes,Yes,No,No,Check,40,152.44,WGU,Yes,Yes
S82041,No,Female,No,Two year,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Autopay,60,219.99,WGU,Yes,Yes
C367217,No,Female,No,One year,None,No,Yes,No,No,Yes,No,Yes,No,No,eCheck,56,149.99,WGU,Yes,Yes
Y740314,No,Male,Yes,Month-to-month,Fiber Optic,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Autopay,69,242.63,WGU,Yes,No
Y260658,Yes,Male,No,Two year,None,Yes,No,No,No,Yes,No,Yes,No,Yes,eCheck,43,117.49,WGU,Yes,No
A812234,No,Male,No,Month-to-month,None,Yes,No,No,Yes,No,No,Yes,No,Yes,Autopay,45,127.46,WGU,Yes,Yes
O392781,Yes,Male,No,Month-to-month,DSL,Yes,No,No,No,No,No,No,No,Yes,Autopay,59,92.46,WGU,No,No
Z600736,Yes,Male,No,Month-to-month,DSL,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Autopay,63,159.98,WGU,Yes,No
Q605275,No,Male,No,Month-to-month,DSL,Yes,Yes,No,No,Yes,No,No,Yes,No,Autopay,64,172.47,WGU,No,Yes
P127304,No,Female,No,Month-to-month,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Yes,No,No,eCheck,63,204.96,WGU,No,Yes
X955722,No,Female,No,Month-to-month,DSL,Yes,Yes,Yes,No,No,No,No,Yes,Yes,eCheck,71,162.47,WGU,Yes,Yes
P803103,No,Male,No,Two year,Fiber Optic,No,No,Yes,Yes,Yes,No,No,No,Yes,Autopay,56,149.99,WGU,Yes,Yes
T293484,No,Female,No,Month-to-month,None,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Autopay,64,200.15,WGU,No,Yes
C726463,No,Male,No,Two year,DSL,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Check,67,202.65,WGU,Yes,No
B74964,No,Female,No,Month-to-month,Fiber Optic,Yes,No,No,No,Yes,Yes,No,No,Yes,Check,70,137.49,WGU,No,No
N925899,Yes,Female,No,Two year,None,Yes,No,No,Yes,No,No,Yes,No,Yes,eCheck,55,127.46,WGU,No,Yes
W766369,No,Female,No,Two year,DSL,Yes,Yes,No,No,No,Yes,No,Yes,No,Check,39,172.46,WGU,Yes,Yes
A849397,No,Female,No,Month-to-month,DSL,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Check,43,140.0,WGU,Yes,Yes
M572384,No,Female,No,One year,Fiber Optic,Yes,No,No,No,No,Yes,Yes,No,No,eCheck,69,149.95,WGU,Yes,Yes
Y555946,No,Female,No,Month-to-month,None,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Autopay,67,232.67,WGU,Yes,Yes
Q77142,Yes,Female,No,One year,Fiber Optic,Yes,No,Yes,No,Yes,No,No,No,Yes,Check,56,127.5,WGU,Yes,Yes
U218866,No,Female,No,Two year,DSL,Yes,Yes,Yes,No,No,Yes,Yes,No,No,eCheck,69,164.97,WGU,Yes,Yes
X392150,No,Male,No,One year,DSL,Yes,No,Yes,No,No,Yes,No,No,Yes,Autopay,55,107.48,WGU,Yes,Yes
H44622,No,Male,No,One year,DSL,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Autopay,64,152.51,WGU,Yes,No
M319987,No,Male,No,Two year,Fiber Optic,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Check,66,194.97,WGU,No,No
P861928,No,Female,No,One year,Fiber Optic,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,eCheck,60,245.13,WGU,Yes,No
V729031,No,Female,No,Month-to-month,Fiber Optic,Yes,Yes,No,No,No,No,No,No,Yes,eCheck,68,144.96,WGU,No,No
M715764,No,Male,No,Month-to-month,Fiber Optic,Yes,No,No,Yes,No,No,No,Yes,No,Autopay,62,169.94,WGU,Yes,No
Q46672,No,Female,No,Month-to-month,Fiber Optic,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Check,52,252.64,WGU,Yes,No
C697741,No,Female,No,Two year,Fiber Optic,Yes,Yes,Yes,Yes,No,No,No,No,No,Check,49,169.97,WGU,Yes,Yes
H372061,No,Male,No,Two year,Fiber Optic,Yes,No,No,Yes,No,No,No,No,Yes,eCheck,56,134.95,WGU,Yes,No
K493530,No,Female,No,One year,DSL,Yes,Yes,No,No,No,No,Yes,No,Yes,Check,44,149.94,WGU,Yes,No
A48668,Yes,Female,No,Month-to-month,DSL,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Autopay,57,177.49,WGU,No,No
Z742527,No,Female,Yes,Month-to-month,DSL,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Autopay,55,222.63,WGU,Yes,No
W520409,No,Female,No,Month-to-month,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Autopay,64,184.97,WGU,No,No
S193458,No,Male,No,One year,None,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,eCheck,68,210.15,WGU,Yes,No
S257413,No,Female,No,One year,Fiber Optic,Yes,Yes,No,No,No,No,No,No,Yes,Autopay,42,144.96,WGU,Yes,Yes
Z765151,No,Female,No,Two year,DSL,No,No,Yes,No,No,No,No,No,No,eCheck,61,94.97,WGU,No,No
W794512,Yes,Male,No,Two year,Fiber Optic,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Check,41,245.15,WGU,No,Yes
Z153423,Yes,Female,No,Month-to-month,Fiber Optic,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Autopay,57,152.48,WGU,No,No
S268098,Yes,Female,No,Two year,Fiber Optic,No,No,Yes,No,No,No,Yes,Yes,Yes,Autopay,60,210.13,WGU,Yes,Yes
M892824,No,Female,No,Two year,DSL,Yes,Yes,No,No,No,No,No,No,Yes,eCheck,57,124.96,WGU,Yes,Yes
